¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.207133
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35354
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04353
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66656
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08169
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33347
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58993
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82748
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.409371
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.74815
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.12066
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.532137
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.988951
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.498367
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.07948
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76663
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2207
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22749
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59762
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48916
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14381
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67829
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30895
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94723
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43996
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69096
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92724
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.4232
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.763339
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.137417
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.550712
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.009652
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.521346
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10759
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.80248
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24744
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28541
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71057
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64353
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3982
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01293
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58266
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23685
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80068
‰ (376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.436783
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.778263
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.153884
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.56897
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.030001
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.543943
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13522
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83773
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27814
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37684
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8231
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79751
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65915
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35788
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90352
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60025
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.450115
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.79291
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.17005
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.5869
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.049991
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.566154
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16236
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.87238
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33887
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46777
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93514
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95096
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92931
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71347
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26637
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93911
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.46319
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.80728
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.185912
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.604493
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.069613
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.587967
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.189
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.9064
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39904
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55621
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0523
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10377
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23438
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94533
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6425
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.476005
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.821366
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.201465
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.621747
˜ (376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.088861
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.609373
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21613
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93979
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4587
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63568
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16962
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25578
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55434
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31261
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.488555
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.835166
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.216701
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.638657
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.107726
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.630366
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24456
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.97251
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51784
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71393
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28595
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40697
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89887
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69333
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.500836
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.848666
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.231614
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.655209
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.126196
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.652179
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27239
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.00602
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57637
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79087
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40125
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57841
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2541
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.512838
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.861867
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.246197
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.671396
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.144267
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.673761
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2996
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.04212
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63425
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86647
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51535
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81331
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62054
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.524562
 (376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.874763
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.260447
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.687217
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.16193
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.694839
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32618
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07745
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69148
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94063
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62821
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05008
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99862
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.536
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.887347
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.274354
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.702663
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.179177
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.715404
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.35211
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.11199
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74802
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01329
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77281
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28847
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42172
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.547152
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.899616
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.287913
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.717723
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.195999
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.735436
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37737
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.1457
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80382
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08437
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92671
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52541
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8456
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.55801
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.911566
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.301121
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.732398
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.212393
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.754942
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40197
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.17858
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84392
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1613
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08017
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75019
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04391
» (376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.568569
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.923188
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.31397
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.746674
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.228344
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.773897
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.42586
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.21059
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.15371
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26166
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22258
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97458
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28235
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.578828
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.934481
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.326458
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.760552
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.243858
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.792302
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.44906
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.24173
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19832
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36073
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35735
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20481
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53547
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.58878
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.945437
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.338574
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.774024
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.258913
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.81014
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47191
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.27197
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.24186
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45847
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49016
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47071
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79159
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.598423
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.956054
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.350319
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.787079
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.273509
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.827408
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.49712
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.30128
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.28428
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55474
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62086
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73721
¸ (376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05073
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.607751
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.966328
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.361685
(376.25, 8.04, 343.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.799717
