¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359432
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789156
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222079
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618297
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05165
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50824
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96166
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58341
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11634
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67339
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.20478
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.14546
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.21245
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.67784
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.85079
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.83371
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.81917
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.80715
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.79766
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.79069
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.78623
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785128
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966675
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160961
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369286
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593199
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834504
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095264
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377846
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685067
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020224
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387239
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790856
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216235
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611903
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04468
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51984
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00145
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55545
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05917
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61078
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.20887
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.1497
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.21672
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.68486
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.82334
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.8063
Ÿ(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.79179
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77981
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77035
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7634
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75895
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785878
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967524
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161838
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370241
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594249
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835638
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09649
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37914
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686482
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021768
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388951
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792715
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210787
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605967
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03813
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5127
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03606
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50441
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0035
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54979
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.21525
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.15595
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.22304
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.69261
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.79849
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.78148
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.767
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75505
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.74561
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73868
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73425
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786764
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96841
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162816
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371267
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595368
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83685
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097803
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380586
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68803
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023446
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390808
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79475
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205761
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600485
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03217
°(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5061
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03954
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45644
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94926
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49046
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.22391
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.16423
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.23141
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.7011
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77622
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75924
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.74479
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73286
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.72344
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.71653
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.71212
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787678
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969399
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163881
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372437
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5966
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838176
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099225
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382134
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689727
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025308
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392838
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797018
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201146
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595446
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02664
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50006
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03282
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44754
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89653
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4327
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.23487
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.17455
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.24184
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.71032
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7565
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73955
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.72513
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.71322
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.70382
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69693
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69253
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788674
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970488
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165013
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373661
£(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597921
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839571
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100728
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383806
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691532
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027277
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395002
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799428
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19692
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590866
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02161
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50212
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02547
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43966
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88799
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37646
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.24814
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.18691
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.25433
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.72027
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.73934
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.72241
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.70801
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69612
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.68674
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.67985
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.67547
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789772
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971616
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16623
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374966
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59932
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841108
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102422
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385603
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693487
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029432
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397345
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80197
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193131
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586724
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0171
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50925
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01901
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43269
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88046
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36665
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.26372
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.20132
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.26889
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.73096
¨(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.72473
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.70783
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69344
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.68157
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.6722
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.66533
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.66095
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790917
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972855
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167543
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376406
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600835
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84276
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104178
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387513
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695593
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031697
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399831
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80475
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189763
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583037
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01772
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51687
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01345
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42666
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87395
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3596
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.28163
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.21779
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.28554
(330.27, 7.50, 367.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.74238
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.71262
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.69573
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.68136
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.6695
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.66015
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.65329
(330.27, 7.50, 367.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.64892
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792118
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974142
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168969
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377864
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602456
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844493
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106054
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389529
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697816
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03411
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402504
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807671
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186791
³(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579804
(330.27, 7.50, 367.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02506
