°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84914
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32216
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31113
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30196
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.29463
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28914
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28549
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28368
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2837
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779794
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97623
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184941
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409747
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654395
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917306
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202898
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514375
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855084
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231846
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644496
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101394
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24188
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84225
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51915
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28821
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16939
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18897
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44886
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42833
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40971
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.393
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37818
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.36523
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35416
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.34494
˘(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.33758
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.33207
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.3284
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32657
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32658
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777834
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974908
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183518
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408214
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652317
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915406
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200832
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512109
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852599
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226708
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640895
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699482
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2347
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83413
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50999
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27778
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15738
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17483
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49443
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47381
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45512
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43834
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42346
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41046
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39934
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39008
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.38269
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37715
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37346
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37162
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37163
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77588
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973615
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182127
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406712
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650267
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913548
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198809
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509869
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850165
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22403
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637362
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693136
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2276
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82616
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50098
£(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26748
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14556
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15169
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54221
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52151
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50274
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.48589
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47094
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45789
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44672
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43742
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42999
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42443
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42072
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41886
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41886
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773937
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972351
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180765
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405246
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648246
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911728
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196831
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507661
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847785
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221408
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6339
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68685
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22063
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81835
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49215
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25739
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13393
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12884
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.59225
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57146
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55261
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53569
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52067
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50756
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49633
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.48699
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47953
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47393
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.4702
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.46833
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.46833
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97082
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179437
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403811
ë(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646254
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90995
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194894
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505517
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845457
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218846
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201847
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680722
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21377
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81065
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48341
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24747
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12248
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11687
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64459
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62371
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60477
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58777
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57268
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55951
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54823
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53884
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53134
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52571
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52196
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52008
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52006
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770236
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968751
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178138
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402411
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644609
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908211
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193002
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503452
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84318
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216341
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196429
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674705
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20704
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80305
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47486
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23772
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11129
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10774
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69927
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67829
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65926
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64218
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62702
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61378
â(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60245
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.59301
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58547
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57981
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57604
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57414
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57412
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769339
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966691
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17687
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401045
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643133
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906514
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191155
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501436
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840958
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213894
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191076
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668739
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20038
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79564
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46646
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2281
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10025
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09893
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75634
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73526
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71614
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69897
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68374
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67043
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65904
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64955
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64197
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63627
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63247
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63056
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63053
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768466
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964641
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175636
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399713
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641693
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90476
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189352
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499466
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838789
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754875
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185841
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662931
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1939
±(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78831
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4582
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21868
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08941
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09047
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81585
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79466
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77545
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75819
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74287
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7295
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71804
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7085
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70088
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69515
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69132
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68939
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68935
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76762
