¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(337.29, 7.49, 330.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56781
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385464
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808666
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278314
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804913
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40249
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09495
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88407
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76981
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80285
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0615
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53208
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34816
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.6471
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94298
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042999
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25575
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485316
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737395
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010951
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308796
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633746
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98851
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378479
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800935
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26971
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795118
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39203
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08302
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8706
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75343
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78249
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03752
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50353
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30944
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60448
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87554
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039402
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25188
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48139
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733141
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006326
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303753
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628309
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982537
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.371497
ê(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.793207
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.261112
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78532
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38151
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07104
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85708
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73707
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76209
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01348
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47504
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27068
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56174
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80571
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035802
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248004
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477445
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728867
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001679
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298684
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622854
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976543
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364517
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785485
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252522
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77552
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37096
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05901
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84353
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72074
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74168
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98937
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44661
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23189
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5189
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032198
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244126
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473483
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724571
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997012
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293594
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61738
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97053
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357545
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777769
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24394
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76572
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36036
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04693
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82993
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70443
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72124
ï(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96521
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41826
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19306
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47597
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028591
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240245
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4695
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720257
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992322
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28848
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611887
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964496
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350579
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770061
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235368
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75592
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34972
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0348
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8163
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68816
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70078
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.941
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38997
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15421
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85549
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024982
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236361
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465499
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715924
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987614
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283345
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606378
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958444
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343618
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762362
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.226806
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746124
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33904
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02263
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80264
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67192
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68031
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91675
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36176
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11535
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81185
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021373
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232476
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461484
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711573
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982885
û(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278189
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600758
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952374
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336668
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754673
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218255
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.736334
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32831
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01042
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78894
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65571
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65982
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89245
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33363
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5415
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91686
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.3259
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017762
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228591
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45745
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707204
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978139
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273013
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595094
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946288
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329727
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746996
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.209718
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726548
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31756
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99816
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77522
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63954
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63933
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86812
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37993
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76766
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15416
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.7652
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014148
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224703
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453404
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70282
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973375
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267818
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589408
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940188
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322796
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739328
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201194
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.716766
†(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30677
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98587
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76146
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62341
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61883
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84375
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35197
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98301
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39671
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76043
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010536
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220817
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449341
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69842
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968593
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262608
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583704
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934072
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315875
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731676
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192687
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706995
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29594
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97355
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74769
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60732
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59964
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84569
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32414
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20065
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5312
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.78819
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006925
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216932
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445263
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694004
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963796
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257376
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577983
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927946
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308969
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724038
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184197
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697236
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28509
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96119
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73389
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59128
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58093
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82065
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2964
Œ(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42304
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.03824
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81525
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003314
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213048
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441173
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689574
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958983
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252131
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572241
(337.46, 7.52, 331.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921805
