¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(441.53, 14.70, 257.07) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.11664
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968946
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41209
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89819
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43366
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33976
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562131
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801685
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057892
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33517
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63627
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908413
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15078
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372623
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542583
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720979
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908312
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105284
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312581
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530971
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809812
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23828
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70754
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22366
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54916
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340402
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562813
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802424
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061072
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338569
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640002
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901593
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135259
°(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294202
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460742
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635469
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818854
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0116
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21437
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427903
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656227
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0708
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5242
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02205
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29064
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51773
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341016
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563502
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803186
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062177
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34198
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64372
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89514
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062116
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217925
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38114
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552313
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731923
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920594
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119013
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327887
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547988
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909363
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3477
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82831
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04472
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2616
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48888
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34166
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564162
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803936
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062922
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343625
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64746
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844845
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990879
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143692
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303732
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471481
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647468
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832266
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026487
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230866
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446145
·(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753664
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17774
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61243
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81056
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01796
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23515
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4628
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342286
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564837
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804656
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063738
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344452
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650493
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779516
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921549
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071468
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22845
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392879
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565362
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746403
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936653
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136694
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347383
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603464
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01399
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3976
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58738
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7859
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99364
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2113
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43947
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342886
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56551
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805365
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064498
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345303
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649725
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764284
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883534
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007661
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155181
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316481
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485581
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662993
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849379
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045305
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251556
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468834
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856153
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19248
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37449
¹(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5647
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76369
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97198
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19019
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41899
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343486
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566153
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806061
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065267
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346966
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635753
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749814
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868549
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992152
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120978
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255254
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408033
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581983
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764633
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956605
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158574
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37129
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703885
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996463
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17118
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35368
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54443
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74403
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95297
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17189
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344106
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5668
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806762
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066025
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351255
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622459
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736091
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854311
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977467
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105745
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239485
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378982
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524559
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682331
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870462
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068313
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276648
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557001
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809002
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976885
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15215
¸(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33527
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52667
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72699
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9367
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15649
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344707
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567447
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80747
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067422
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355461
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60991
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723125
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840905
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963585
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091394
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22459
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363493
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508505
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659934
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818213
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983714
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184835
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415188
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629598
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791031
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959517
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13545
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31925
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51148
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71263
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92326
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14406
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345306
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568101
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808164
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071311
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359682
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598051
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710859
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828262
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95048
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077818
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210522
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348931
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493377
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644249
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801882
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966745
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139297
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320031
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457726
¶(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613175
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77529
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944484
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12119
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30585
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49895
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70109
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91278
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13473
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345888
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568712
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809181
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075151
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363866
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58693
(441.53, 14.70, 257.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699358
