¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.31053
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131461
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641063
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20358
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82198
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5038
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26015
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.43652
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.4192
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.40378
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.39024
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.37858
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.36878
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.36085
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.35476
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.35053
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.42914
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64398
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839626
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049344
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272299
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511914
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771614
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053987
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363014
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254988
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666725
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123117
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63177
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18735
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80363
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48307
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23657
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.60035
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.58287
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.56731
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.55367
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.54192
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.53206
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.52409
£(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.51799
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.51377
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.30375
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639898
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835237
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043704
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265887
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504975
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764084
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045785
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355706
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703228
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659253
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114804
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62247
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17122
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78545
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46253
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2132
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.77047
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.75283
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.73713
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.72337
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.71154
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.70162
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.69361
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.68751
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.6833
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 13.1811
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635825
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830858
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03809
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259511
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49808
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7566
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037637
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348417
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695211
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651795
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106514
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610169
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15518
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7674
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44225
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19014
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.9472
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.92939
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.91356
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.89968
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.88776
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.87779
‚(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.86974
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.86363
(381.63, 14.08, 262.32) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 12.85944
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631763
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826319
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032504
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253178
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491226
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749164
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02954
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34115
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687217
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068789
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098285
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595949
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13929
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74948
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42219
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16732
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01855
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00006
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12163
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33301
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75022
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39245
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46692
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26942
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627711
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821158
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026947
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246883
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484418
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741776
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021547
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333906
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679248
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059984
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090017
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581875
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12348
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7317
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40238
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14477
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99269
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9701
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08859
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30606
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71898
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35517
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44207
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2374
ê(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623672
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816023
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021207
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24063
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477654
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734437
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014359
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326684
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671304
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051207
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.471449
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567853
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1078
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71406
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38279
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12254
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96716
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94056
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0562
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2797
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6886
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31887
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41811
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20628
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619643
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810916
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015447
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234417
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470935
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727149
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00721
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319484
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663387
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04246
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.461837
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553969
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09229
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69656
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36344
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10054
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94196
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91139
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02442
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25395
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65907
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28356
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39506
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1761
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615501
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805839
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009726
â(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228249
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464263
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719912
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000102
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312311
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655499
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033747
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.452269
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.916483
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07684
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67919
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34432
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0788
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91707
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88258
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99477
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22874
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63032
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26413
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.373
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14688
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610798
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80079
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004045
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222123
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457639
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712727
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993045
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305164
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64764
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025065
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442741
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905852
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06157
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.662
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32546
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05737
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89947
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86253
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96774
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20063
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6023
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24694
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35185
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1186
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606123
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79577
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998403
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216039
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451061
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705592
Ş(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98654
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298042
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639809
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016919
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433257
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.895269
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400145
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64493
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30682
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03621
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88301
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8442
(381.63, 14.08, 262.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9365
