¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(320.22, 7.02, 369.19) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20346
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502456
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882516
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217546
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.578766
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11157
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7262
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46716
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18199
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96327
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85639
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99653
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25884
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75118
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54837
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75407
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.52496
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919202
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187016
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513696
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8179
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138338
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4932
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872172
ñ(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198539
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557015
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09089
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70399
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44967
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16219
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93743
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82385
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96434
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22328
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70873
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49682
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.69016
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.44365
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910272
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181537
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507683
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809566
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129826
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483891
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.861813
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179956
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535297
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06987
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68179
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43215
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14238
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91196
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79089
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93197
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18774
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66631
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44533
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62636
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36254
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901336
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175834
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501425
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801215
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121269
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474411
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.851434
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.161799
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513615
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04851
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65961
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41462
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12256
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88687
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75752
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89947
ì(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15221
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62393
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39391
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56267
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28164
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892392
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16991
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494924
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792853
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112672
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46492
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841043
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144065
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491972
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02683
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63746
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39708
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10272
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86216
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72374
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86681
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11671
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58159
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34256
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49913
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.20099
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883444
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163767
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488183
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784477
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104032
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455412
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830635
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12675
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47037
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00483
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61535
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37953
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08288
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83782
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68958
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83403
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08123
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5393
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29131
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43573
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12057
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874494
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157406
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481203
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776092
ë(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095353
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445895
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820218
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.109853
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448815
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982519
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59326
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36197
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06303
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81387
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65504
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80111
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04578
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49707
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24014
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37248
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04041
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865541
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150829
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47399
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767698
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086637
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436366
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807776
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093376
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42731
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.959907
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57121
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3444
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04319
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79029
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62013
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76807
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01038
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4549
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18908
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3094
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.96051
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856589
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144041
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466542
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759295
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077888
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426829
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.792757
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.077313
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405856
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.936996
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5492
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32684
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02334
ì(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76709
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58487
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73493
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97501
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4128
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13813
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24648
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.8809
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847637
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137041
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458864
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750888
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069103
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417287
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778121
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061663
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384459
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913801
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52724
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30928
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0035
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74427
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54927
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70167
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93971
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37078
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0873
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18376
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80158
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838686
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129832
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450958
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742476
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060285
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407738
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76387
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046424
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363119
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890327
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50532
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29172
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98367
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72183
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51334
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66832
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90445
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32884
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03659
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12123
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.72256
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829744
ë(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122418
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442827
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734061
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05144
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398187
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750001
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031598
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.341841
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866585
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48345
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27417
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96386
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69976
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4771
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63488
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86926
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.287
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98602
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.0589
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822458
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114799
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434473
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725642
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042561
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388561
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73651
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017179
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320625
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842579
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46163
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25663
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94406
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67808
(320.22, 7.02, 369.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44136
