¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(334.00, 7.01, 313.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.055316
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5568
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34108
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58336
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.884974
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.025876
³(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175942
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336067
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507263
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691597
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891858
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105125
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335392
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584733
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855567
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15315
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990276
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368791
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789572
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25636
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777977
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42054
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13536
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98169
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13395
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73248
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7108
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97387
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.889163
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.030328
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180684
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.341127
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512674
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.698585
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898762
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112564
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343429
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593442
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865036
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165311
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009233
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392604
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815922
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285644
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809998
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45696
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18485
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04041
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20465
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94271
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13221
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.893465
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.034903
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185556
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346327
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518287
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705726
¢(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90584
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12019
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351669
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602372
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874744
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177738
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507059
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416849
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84271
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315488
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843166
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49403
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23532
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27649
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1587
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68699
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.897882
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.039599
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.19056
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351666
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525087
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713023
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91309
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128003
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360111
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611523
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88762
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190433
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520983
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441531
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870021
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345869
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877159
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53171
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28296
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16048
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40412
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38061
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35787
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.902413
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.044418
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195692
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357146
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532031
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720471
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920513
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136003
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368758
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620894
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900566
¢(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203397
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535203
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900289
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897842
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376787
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9118
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32697
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22182
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53977
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60867
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11525
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.907058
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.049357
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200955
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362998
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539118
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727537
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92811
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14419
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377606
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630488
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912673
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216628
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549719
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916286
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92616
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408319
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947086
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60891
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37176
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30451
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67831
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84309
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11837
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.911818
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.05442
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.206348
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.36975
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546348
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734764
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93588
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152565
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386659
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641312
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925026
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230129
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564536
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933778
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954958
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440397
Ì(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983037
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64847
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41731
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41872
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81981
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08417
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43839
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.916692
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.059603
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211872
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376637
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553723
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742152
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943823
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161129
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395919
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654176
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937625
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243902
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579652
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.962313
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.426423
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473023
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01963
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68867
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46646
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51494
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96431
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32174
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.921679
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064909
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217813
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383655
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561242
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7497
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95194
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16988
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405379
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667253
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950469
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257944
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595068
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.992993
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.475544
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506269
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05684
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72948
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54024
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60886
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11191
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66508
À(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926782
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.070337
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224505
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390808
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568741
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757409
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960231
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17882
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415046
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680544
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96356
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272259
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610785
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.023981
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.525554
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.98611
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09478
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77095
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61527
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70408
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26271
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0424
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931997
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075884
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231321
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.398094
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576076
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765279
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968695
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187948
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426505
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693199
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976896
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286846
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626804
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.055278
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.570591
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.042807
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13336
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83277
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69154
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80056
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41673
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43493
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.937327
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.081782
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.238261
(334.09, 6.97, 313.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405513
