¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(331.38, 7.41, 369.23) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.19538
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.29263
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730372
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912848
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120036
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343252
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584387
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845641
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128809
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39539
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738911
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117172
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543568
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048852
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.577555
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01705
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72536
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53296
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46219
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54259
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.34262
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.31944
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.29833
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.27925
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.26222
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24719
ñ(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23418
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22316
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.21413
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20709
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20202
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19892
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1978
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728313
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912158
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119293
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342451
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58352
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844701
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124443
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400374
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744386
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123216
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.555446
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052484
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581635
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.007
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71397
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5199
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44711
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52497
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24983
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22683
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.20588
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.18696
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.17006
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15516
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.14226
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13134
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1224
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11542
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11041
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10735
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10626
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725631
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911493
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118577
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341679
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582685
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843796
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120284
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405386
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749894
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129294
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567187
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056137
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58574
¦(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99709
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70267
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50698
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43216
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5075
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.16027
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13745
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11666
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09789
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08112
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.06635
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05355
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04272
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03386
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02695
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02199
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01897
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01791
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722219
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910852
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117888
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340935
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581882
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842924
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11633
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410427
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755431
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135406
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578794
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059814
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58987
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98721
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69146
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49418
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41738
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49023
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.07386
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0512
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03057
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01194
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99531
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98065
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96795
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95722
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94843
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94158
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93667
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9337
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.93265
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718901
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910238
î(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117228
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340223
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58111
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842087
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112582
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415494
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141552
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589816
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063515
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594027
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97747
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6804
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48151
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40274
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47311
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9905
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.96801
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94753
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92904
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91253
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89798
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88538
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87473
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86602
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85923
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85437
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85143
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85042
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717073
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909648
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116594
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339539
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580369
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841284
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109039
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420586
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766596
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14773
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593147
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067237
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598208
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96784
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66946
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46897
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38824
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45623
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91012
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88779
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86745
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84909
ş(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8327
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81826
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80576
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79519
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78655
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77982
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77501
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77211
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77111
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716548
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909084
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115987
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338884
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579663
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840517
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109782
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425704
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772221
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153939
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596499
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070979
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602412
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95827
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65863
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45657
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37392
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43949
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83264
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81046
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79026
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77203
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75575
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74141
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.729
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71851
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70994
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70327
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6985
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69563
(331.28, 7.45, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69466
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790692
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917054
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115406
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33826
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578987
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839785
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11448
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430846
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777873
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160179
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599871
¥(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074742
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606641
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9488
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64789
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44432
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35977
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42294
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75798
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73594
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71588
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69777
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6816
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66736
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65504
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64463
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63612
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62951
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62478
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62195
(331.28, 7.45, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62099
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038307
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052733
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1925
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339849
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578344
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839087
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119199
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436014
(331.28, 7.45, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783553
