¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 11.03822
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50065
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.00046
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.30281
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.29155
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.42213
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.27511
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772364
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955845
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152303
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363189
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59004
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83426
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095932
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379599
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688052
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024702
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393456
Ò(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798995
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230498
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708022
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26986
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86838
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27687
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91643
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57948
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27489
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96117
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85624
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.36629
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.3526
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.34078
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.33082
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.41555
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.28942
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769457
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952706
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148947
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359567
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586133
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827906
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089039
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372115
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67992
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015762
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383679
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788368
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220491
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698078
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26004
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88356
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3315
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96535
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57449
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32159
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0129
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84666
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.38151
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.3678
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.35596
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.34599
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.42769
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.30574
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.84341
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.83911
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.83851
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766569
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94966
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145692
Ì(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356044
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580453
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821636
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082275
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364756
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671893
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007061
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374067
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777786
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210793
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689583
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25049
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88209
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38718
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96164
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57541
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36969
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11784
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83881
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.39862
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.38488
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.37302
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.36303
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.44164
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.3241
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763793
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94667
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142514
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351335
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574724
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815471
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075608
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357534
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664067
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998426
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36467
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767414
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201315
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681272
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2412
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87156
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4081
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95872
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60739
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41918
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39817
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83261
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.41763
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.40387
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.39199
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.38198
Å(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.4574
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.3445
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761068
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943752
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13869
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346146
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569129
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80945
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069108
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350459
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656328
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990049
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355443
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757225
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192097
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673163
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23207
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86128
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40614
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95652
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63983
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47001
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68928
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82863
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.43856
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.42478
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.41287
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.40284
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.475
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.36696
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758384
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940761
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133916
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341029
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563653
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803539
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06267
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343514
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648779
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981759
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346385
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74728
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183133
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665257
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22323
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84201
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40484
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95509
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67265
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52236
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99171
Î(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84803
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.46143
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.44762
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.43569
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.42563
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.49443
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.3915
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75582
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936389
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12924
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336027
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558267
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797715
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05641
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336713
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641371
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973669
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337518
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737504
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174398
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657593
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2146
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8216
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40422
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95446
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70588
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57609
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15335
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8691
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.48626
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.47241
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.46045
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.45037
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.51573
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.37181
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752125
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932118
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124676
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331143
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552989
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792026
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050272
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330025
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634106
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965764
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328837
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727924
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165965
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650113
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20103
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80159
Ê(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40433
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95456
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73957
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63131
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12993
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89186
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.51305
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.49917
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.48718
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.47707
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.53889
(402.27, 14.19, 248.07) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.33008
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.379284
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927925
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120194
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326323
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547811
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786457
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044255
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323474
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957975
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320302
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718565
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157751
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642842
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18356
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78192
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40513
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95543
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77369
(402.27, 14.19, 248.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73459
