¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53893
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66462
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38235
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20506
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15816
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42704
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.07394
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.04084
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.01012
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.98176
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.95573
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.93202
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.9106
é(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.89147
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.8746
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.85998
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.84761
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227779
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611394
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035837
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511868
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06986
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70332
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43208
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26247
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23437
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52568
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.19731
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.16401
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.13311
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.10458
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.0784
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.05456
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.03304
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.01381
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.99687
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.9822
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.96979
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245502
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632659
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059314
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538467
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09982
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74802
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48133
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31934
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3102
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62352
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.32501
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.2915
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.2604
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.2317
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.20538
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.18141
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.15977
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.14045
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.12343
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.10871
(378.95, 14.87, 304.25) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.09626
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264524
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653604
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082527
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56466
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12926
¼(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79214
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53011
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37572
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38556
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72068
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38342
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49734
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.064
(378.95, 14.87, 304.25) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 24.17716
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283257
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674242
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105375
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590359
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1582
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83556
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57839
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43152
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46026
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81693
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5302
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86471
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21133
(378.95, 14.87, 304.25) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.97474
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301744
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694615
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127905
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615574
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18662
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87795
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6261
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48671
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53431
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91226
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67689
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24533
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36059
(378.95, 14.87, 304.25) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 23.91632
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784188
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714617
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149997
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640306
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2145
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91906
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67325
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54157
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60778
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03097
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82327
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41557
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51173
(378.95, 14.87, 304.25) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 23.68659
»(378.95, 14.87, 304.25) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 24.79736
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798998
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734281
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171828
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664517
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24829
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95965
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71982
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60307
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68046
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15426
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9691
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67634
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04808
(378.95, 14.87, 304.25) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 24.06114
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.36464
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.37958
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813464
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753618
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19327
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688231
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28374
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99971
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76574
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66386
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75243
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26972
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17509
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78841
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14466
(378.95, 14.87, 304.25) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 24.53349
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.08208
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.48668
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827579
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21235
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214312
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711405
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31852
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03909
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81105
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72401
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8252
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38448
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40495
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82443
(378.95, 14.87, 304.25) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 23.12324
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.19957
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.59809
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841338
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227562
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234961
·(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734058
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3526
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07791
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85563
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78337
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89822
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49841
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63583
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84981
(378.95, 14.87, 304.25) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 22.95841
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.32172
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.28564
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854733
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242373
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255266
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756154
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38594
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11616
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89957
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84187
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97002
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61138
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86759
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86456
(378.95, 14.87, 304.25) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 22.98516
(378.95, 14.87, 304.25) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 22.94638
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.44866
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.41246
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867761
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257175
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685162
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777623
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41854
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15365
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94275
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89952
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04054
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72333
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10004
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86882
(378.95, 14.87, 304.25) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.15801
(378.95, 14.87, 304.25) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 23.30455
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.5805
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.54417
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880414
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271515
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7005
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800464
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45041
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19051
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98656
¯(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95627
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10967
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83418
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33755
(378.95, 14.87, 304.25) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 21.83543
(378.95, 14.87, 304.25) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.61307
(378.95, 14.87, 304.25) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.6542
(378.95, 14.87, 304.25) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.67511
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.6809
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892688
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284915
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715389
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827757
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48148
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22676
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0341
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0121
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19452
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94386
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57979
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01507
(378.95, 14.87, 304.25) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.29483
(378.95, 14.87, 304.25) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.42411
(378.95, 14.87, 304.25) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.3851
(378.95, 14.87, 304.25) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 23.82277
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904575
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297899
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729822
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210629
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51175
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26223
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08089
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06699
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28446
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05217
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71771
(378.95, 14.87, 304.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12628
(378.95, 14.87, 304.25) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.82971
