¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13126
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.757484
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.785825
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.891125
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.021441
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.836585
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.338075
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.56227
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.38622
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.39977
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26887
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473128
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692163
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927593
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181351
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455481
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750118
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978214
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221368
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496975
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861431
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260039
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704862
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33437
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.84521
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.322152
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.938248
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.926994
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.889019
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.876877
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.034877
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.781493
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.361909
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.57692
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.72654
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.49304
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278207
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48312
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702895
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939169
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193798
à(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468996
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754423
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982775
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226207
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552497
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921981
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326338
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80642
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44992
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.784879
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.870124
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.890905
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.879718
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.869593
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.071693
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.048293
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.728315
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.385739
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.26608
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.42381
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.43395
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283856
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493242
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713729
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950818
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206394
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482636
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759048
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987694
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265425
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608918
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983613
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39389
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910084
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56799
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.726653
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.8521
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.845213
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.834094
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.824027
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.083629
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.176208
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.707605
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.409558
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280449
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495692
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724668
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962607
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219078
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496363
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764076
ã(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99805
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318147
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666337
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046311
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462641
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0159
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58937
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 8.175614
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.693715
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.996711
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.982118
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.968624
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.095536
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.343878
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.724304
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.46717
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27703
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49203
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72333
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972812
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231898
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510236
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769494
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0474
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371739
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724706
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110109
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532672
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12392
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.656439
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.642565
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.629737
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.617945
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.607178
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.597429
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.123775
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.520723
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.740977
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.426635
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273642
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488371
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719385
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968572
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238031
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524197
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794708
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097557
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.823342
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.803285
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.785063
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.767946
ÿ(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.751921
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.616086
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.602289
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.58953
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.577801
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.567093
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.557396
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.827715
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.541677
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.757625
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.89649
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88179
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86993
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.86089
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85467
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85128
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85069
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85292
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.387552
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270273
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484746
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715514
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964359
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233452
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525374
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841716
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.800132
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.773502
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.752346
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.73425
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.71725
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.702806
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.577193
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.56347
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.55078
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.539112
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.528459
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.518812
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.839045
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.497257
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.774239
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85166
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83699
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.82515
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81613
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80992
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80652
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.80594
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.347858
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.349886
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266899
ƒ (393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481165
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711615
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960125
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228927
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.808313
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.779434
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.751803
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.725396
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.703153
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.685178
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.668292
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.656774
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.539722
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.526071
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.513446
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.501838
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.49124
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.48164
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.850339
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.454463
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.790819
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3897
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.37149
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.35679
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34559
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.33788
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.33366
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.33293
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.311589
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.3136
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263553
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477536
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707748
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955967
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224402
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.763137
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.73257
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.705163
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.67897
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.655652
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.637794
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.622388
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.612334
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.503639
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.490055
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.477493
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.465942
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.455396
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.445843
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.861599
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.413253
ÿ(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 7.80736
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3414
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.32322
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30855
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29736
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28967
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28545
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28471
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.276661
(393.51, 13.82, 249.14) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.278655
(393.51, 13.82, 249.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260228
