¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
± (342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29778
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70399
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10597
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42496
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59854
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69281
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79044
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89146
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99608
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10542
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22419
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34719
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47454
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60646
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74313
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81223
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86835
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92692
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98793
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05149
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11763
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18644
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149516
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420068
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661932
…(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864676
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079632
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307981
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553268
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823328
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627619
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32986
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70889
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0807
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39812
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59729
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69156
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78916
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89017
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99474
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10301
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21508
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33499
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46212
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59371
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73012
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81431
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87045
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92902
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99003
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05362
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12096
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1935
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134797
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404185
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65296
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85518
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069588
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297331
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544742
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814219
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624123
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33481
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71421
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05632
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37226
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5975
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69179
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78939
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89043
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99499
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10327
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21533
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33135
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45147
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58277
‚(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71891
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81824
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87443
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.933
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99435
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0616
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13155
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20421
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120107
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388291
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644347
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846035
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059921
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287075
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536545
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805503
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619706
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34023
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72005
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03286
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34736
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59918
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6935
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79109
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89217
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9968
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10508
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21722
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33328
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45343
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57785
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70945
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82408
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88026
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94191
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00667
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07404
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1441
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2169
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105405
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372357
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636007
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837254
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050612
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277439
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52876
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797135
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579123
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34605
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71552
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01024
ƒ(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32341
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60233
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69672
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79437
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8955
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00021
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10854
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22075
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33685
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45713
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58159
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71055
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82947
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89363
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.956
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02094
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08846
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15865
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23161
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090696
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356458
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628061
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828817
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041653
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27044
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521299
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789194
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517381
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35232
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69503
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98858
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3004
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60693
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70139
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79918
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90038
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00517
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11363
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2259
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34214
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46248
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58712
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71042
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81168
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88863
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95605
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02612
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09892
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1745
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24836
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075956
‡(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340539
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620379
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820693
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033064
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263783
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514198
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781631
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45469
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35905
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67535
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96777
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27833
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60881
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70757
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80545
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90681
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01171
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1203
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23272
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34909
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46957
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59434
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69194
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79286
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88482
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95217
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02219
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09496
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1705
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24892
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061223
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324605
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609577
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812923
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024843
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257473
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507436
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774429
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391112
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36616
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65652
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94782
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25722
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58634
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71524
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81327
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91476
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01981
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12858
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24117
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35774
‚(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47839
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57808
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67528
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77594
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88015
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95021
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02022
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09296
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16847
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24686
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047715
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30868
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592303
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805464
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017281
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25148
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501073
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767597
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326671
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36476
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63847
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92873
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23698
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56489
