¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(326.33, 7.38, 366.71) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.83739
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1769
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72252
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00908
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98626
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96604
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9484
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93332
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92078
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91079
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90334
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8984
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.896
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89611
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89875
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153679
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370728
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604396
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855897
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129954
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427097
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74859
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498075
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931329
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413058
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954023
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55767
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24325
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02208
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75591
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85347
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.144
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68295
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00462
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98182
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96161
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94397
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92889
ğ(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91636
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90637
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89891
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89398
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89158
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89169
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89433
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150536
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367343
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600903
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852032
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125758
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423148
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743929
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099884
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492344
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924978
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405921
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945297
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54796
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23132
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79065
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73216
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82572
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11115
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64352
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00271
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97991
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9597
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94206
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92699
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91446
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90447
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89701
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89209
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.88968
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8898
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89243
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147387
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363954
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597357
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848161
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121553
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418836
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739258
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094755
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486597
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918612
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398767
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935827
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53825
™(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21938
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77014
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70847
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79807
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07846
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60423
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00334
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98054
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96033
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94269
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92761
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91508
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90509
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89764
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89271
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8903
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89042
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89305
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144232
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360557
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593691
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844279
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117339
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414246
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734573
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089615
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.480839
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.912233
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391602
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926574
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52853
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93576
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74969
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68485
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7705
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04582
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56507
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4053
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9837
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96348
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94584
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93076
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91823
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90824
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90079
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89585
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89345
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89356
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8962
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14107
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357156
ä(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59002
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84039
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113118
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409649
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729882
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084464
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47507
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905846
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384424
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918535
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5188
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91795
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72928
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66133
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74302
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01337
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52611
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35768
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9894
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96918
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95153
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93644
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92391
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91392
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90646
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90153
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89912
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89923
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90187
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137904
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353747
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586342
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836531
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108891
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405044
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725178
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079302
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469293
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899445
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377238
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910483
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1897
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90015
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70892
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63786
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71565
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.981
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48727
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31023
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.99764
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97741
€(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95975
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94466
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93212
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92212
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91466
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90972
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90732
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90743
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91007
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134733
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350334
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58266
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832752
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104657
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400435
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720467
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074131
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.463505
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893036
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370041
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5469
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17406
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8824
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68867
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61445
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68834
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94876
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44863
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2575
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00843
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98818
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97052
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95541
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94287
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93286
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92539
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92046
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91805
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91816
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92081
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131557
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346917
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578972
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828971
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100419
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395818
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715748
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068953
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457642
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886618
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.362834
¬(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53304
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15847
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86472
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66842
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59114
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66115
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91666
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41013
(326.20, 7.43, 366.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19216
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02177
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00151
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98383
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.96872
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95616
(326.20, 7.43, 366.70) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.94615
