¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900743
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.447545
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.619867
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.948495
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.499816
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.487291
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.476066
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.466133
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.45746
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.450051
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.44466
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.4427
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.442003
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.442564
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.444518
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513714
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728002
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952017
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190574
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447216
÷(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724047
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023523
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348402
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676292
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030883
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414452
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740091
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.633671
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.446858
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.389929
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.684968
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.685193
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.34516
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.598369
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.033139
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.398295
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.385948
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.374872
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.365046
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.356489
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.349218
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.346027
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.344084
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.343385
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.343933
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.345727
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514591
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728959
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951322
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189775
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446383
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723131
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022522
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34401
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670115
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024198
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409865
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738914
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06876
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.476295
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.404864
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.317774
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.271702
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.197532
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.202506
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.931138
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.3004
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.288184
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.277238
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.267551
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.259121
ù(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.254051
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.25089
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.248961
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.248264
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.248798
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.250565
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51554
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728498
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95065
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189095
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445615
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722331
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021647
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338535
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664174
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.26517
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.226843
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.197104
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.168797
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.143834
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.125493
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.450437
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.356907
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.202113
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.088243
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.084498
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.205914
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.19386
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.183063
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.173512
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.166589
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.162233
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.1591
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.157187
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.156491
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.157011
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.15875
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516538
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727983
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950088
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188497
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445005
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721635
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020893
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333276
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.249688
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.209586
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.171084
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.140499
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.112432
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.090992
‹ (379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.072769
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.055828
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.492559
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.340164
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.091246
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.979498
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.001988
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.102856
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.092203
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.083467
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.077941
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.073627
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.070519
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.06862
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.067925
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.068435
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.070148
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517551
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727515
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949633
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187988
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44445
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721064
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020259
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.241362
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.195738
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.155994
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.117842
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.086307
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.05942
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.040026
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.021914
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.008334
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.996788
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.476248
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.255872
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.898798
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.904063
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.015038
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.004529
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.997852
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.992377
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.988103
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.985023
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.983137
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.982444
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.982941
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.98463
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518613
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727172
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949255
† (379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18756
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443964
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720553
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019716
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.195006
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.149479
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.105681
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.070201
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.038709
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.013833
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.992803
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.978501
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.965769
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.954262
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.02283
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.429133
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.820053
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.829675
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.930277
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.921814
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.9152
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.909776
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.90554
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.902486
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.900613
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.89992
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.900407
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.902073
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519541
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726902
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948947
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187239
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443623
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720159
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019236
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.150438
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.105262
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.063816
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.026792
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.993131
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.972212
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.952849
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.937511
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.924822
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.913354
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.932512
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.909194
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.743805
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.760461
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.85504
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.845779
ı(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.837712
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.830827
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.825124
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.820594
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.817235
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.815044
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.814023
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.814165
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51935
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726669
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948718
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186996
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443364
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719889
(379.44, 16.03, 282.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015083
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.112576
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.06815
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.027008
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.991132
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.960586
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.937295
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.918009
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.903828
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.891068
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.87952
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.066091
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.822296
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.668985
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.693527
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.777932
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.768775
(379.44, 16.03, 282.50) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.760794
