¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219393
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24534
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49422
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9688
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.69251
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.66623
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.6428
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.6222
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.60442
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.58945
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.57727
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.56788
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.56127
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.55744
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.55637
(442.14, 14.44, 258.28) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.51161
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329293
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558236
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803955
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072422
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847255
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18488
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554203
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959815
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390706
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865636
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39279
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98121
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.52943
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.56003
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.59253
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.62695
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.66332
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.70168
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.74204
å(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.78446
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.82895
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.87555
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.92431
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.97527
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.02847
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.08396
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.14178
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.20198
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.26463
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32977
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.39747
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335969
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565434
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812226
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081397
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857049
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195598
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565916
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972723
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404862
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881285
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41024
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.87458
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.84511
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81742
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.79147
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.76725
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74474
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72392
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.70478
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.68729
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.67146
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.65726
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.64468
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.63804
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.6791
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72207
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.76701
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81395
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.86293
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91399
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.96717
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342628
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572616
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8207
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555466
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866848
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206257
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577629
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985603
ú(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419036
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897026
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42772
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.93882
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.9179
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.89002
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.8639
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.83952
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81685
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.79589
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.77662
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.75902
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74307
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72877
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.65933
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.64835
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.63898
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.63121
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.62504
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.62046
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.61747
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.61606
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.61624
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349265
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579774
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82871
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564411
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876598
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216892
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589286
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998491
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433231
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912745
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44525
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.96388
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.9346
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.90668
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.88051
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.85609
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.83339
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81239
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.79309
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.77546
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.75949
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74516
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.73248
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72143
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.71199
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.70417
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.69795
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.69334
è(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.69032
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.6889
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.64795
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355882
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586913
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285332
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573347
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886302
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227532
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600945
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011273
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447475
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928503
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4628
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.98276
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.95299
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.92502
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.89881
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.87434
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.8516
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.83057
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81123
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.79356
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.77757
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.76322
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.75051
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.73943
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72998
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72214
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.71591
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.71129
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.70827
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.70685
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.66582
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362477
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026978
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293525
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582244
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895989
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23812
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612585
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024087
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461717
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944304
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48038
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.00291
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.97309
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.94506
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.9188
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.89429
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.8715
ü(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.85043
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.83105
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81335
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.79732
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.78294
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.77021
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.75911
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74964
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74178
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.73554
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.73091
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72788
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.72645
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.68534
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369049
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034553
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301716
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591135
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905661
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248684
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624147
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036839
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475995
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960123
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49801
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.02479
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.99491
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.96682
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.94051
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91594
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.89311
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.87199
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.85257
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.83483
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.81877
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.80436
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.7916
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.78048
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.77098
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.76311
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.75685
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.7522
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74917
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.74773
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.70654
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794233
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042095
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309866
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599971
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915287
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259202
ş(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635686
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049577
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490303
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975938
(442.14, 14.44, 258.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51563
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.04842
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.01847
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.99032
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.96394
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.93932
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.91644
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.89527
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.87581
(442.14, 14.44, 258.28) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.85803
