¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274945
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83437
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51488
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06872
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987141
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244821
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523373
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825439
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154041
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512776
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905928
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338596
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834327
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39106
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01633
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74394
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5976
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60543
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83885
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51705
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04295
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991022
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248998
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527936
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830397
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159463
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518689
º(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912445
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345757
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84197
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39957
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02596
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75449
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60976
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60857
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84263
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5177
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01486
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994882
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253179
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532459
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835271
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164776
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524541
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918841
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352861
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849422
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40796
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03537
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76469
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62152
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61114
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84567
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5169
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98448
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998704
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257289
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536891
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840133
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170031
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530306
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925153
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359831
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856714
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41614
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04459
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77456
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63293
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61308
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84801
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51461
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95183
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002467
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261321
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541288
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844892
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175249
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535981
·(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931407
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366714
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863844
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42411
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05361
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78408
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64392
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61444
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84959
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51082
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91694
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006142
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265326
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545623
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849598
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180364
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541589
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937567
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373513
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870837
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43192
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06242
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79326
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65452
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61519
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85048
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5056
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8798
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009789
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26929
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549877
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854253
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185442
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54711
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943664
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380229
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877608
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43956
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07104
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80211
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66316
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61531
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85064
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4989
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72571
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01337
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273164
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554084
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858796
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190406
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552563
¸(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949642
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386861
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884249
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44701
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07942
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8106
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66613
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61482
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85005
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49072
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42282
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016918
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276995
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558235
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863296
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195335
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557928
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955556
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393377
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890716
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45423
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08759
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81875
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66878
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61372
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84876
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47721
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12865
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020402
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280766
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562325
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867731
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200176
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563223
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96138
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399806
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897012
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46125
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09553
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82654
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67118
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61205
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84674
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.324
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84289
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023843
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284475
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566305
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872115
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204926
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56848
¹(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967102
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406117
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90311
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46811
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10326
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83397
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67329
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60972
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84403
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17291
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57095
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027224
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2881
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570275
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876409
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209604
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573577
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972733
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412338
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909057
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47478
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11076
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84103
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67513
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60933
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79089
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02386
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41162
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030531
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291696
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574168
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880641
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214207
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578632
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978288
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418463
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91479
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48122
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11804
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84775
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67669
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61114
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73221
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87679
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25552
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033798
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295201
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577984
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884758
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218751
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583583
¶(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983732
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424493
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920383
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48748
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12507
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85413
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67798
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59845
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67353
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73176
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10267
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037014
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298685
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581745
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888837
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223187
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58845
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989104
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430387
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925781
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49354
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1319
