¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.199391
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322334
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651147
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998291
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361159
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770147
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21927
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71336
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25614
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83587
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48052
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13478
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72646
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37626
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449349
­(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029797
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25069
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487045
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741877
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023289
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327216
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656439
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003374
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366631
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772508
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22185
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71621
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26253
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84474
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49043
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17392
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76934
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42336
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4534
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035178
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256427
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493192
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747124
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027919
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332228
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66188
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008691
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372424
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775073
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2247
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71936
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26604
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85406
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50077
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19765
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8134
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47181
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457534
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660961
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262309
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49952
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753895
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032694
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337399
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667473
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014249
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378451
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777934
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22782
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72276
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26983
¦(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86377
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51161
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20909
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85873
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461752
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665469
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268339
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505946
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760831
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037584
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342704
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67319
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020048
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384777
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781734
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23117
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72649
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27391
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8739
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52292
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22109
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90532
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466056
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670066
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27449
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512529
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767907
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042651
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348145
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679094
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026062
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391315
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788885
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23479
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73048
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27836
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88446
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53468
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23373
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95318
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470443
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674755
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280765
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519272
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775123
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05024
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353752
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685186
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032382
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398153
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79631
™(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23868
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73477
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28311
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89237
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54696
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24696
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00231
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474912
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679532
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89857
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526147
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782511
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058179
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359442
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691381
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038893
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40524
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804044
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24283
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73932
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28817
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89802
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55966
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26075
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0433
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479463
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684398
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90378
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53319
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790049
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066307
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365332
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697768
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045654
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412575
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812028
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24853
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74417
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29352
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90399
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57291
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27518
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0595
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484097
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689351
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909088
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54037
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797762
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07457
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37311
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704292
•(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052671
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420191
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820355
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25759
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74932
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29923
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91033
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58658
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29023
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07637
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488813
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694392
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914488
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150653
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805599
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083058
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382237
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710983
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059917
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428063
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828913
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26698
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75477
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30527
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91705
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60078
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30585
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09394
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493611
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699521
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919983
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156555
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81365
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091684
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391551
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717818
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06739
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436193
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837785
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2767
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76047
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3116
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92411
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60871
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32207
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11217
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498491
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704738
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925573
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163011
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821801
—(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100482
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401025
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726116
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075128
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444583
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846953
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28669
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76926
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31826
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93153
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61703
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33891
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1311
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503449
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710041
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931286
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168293
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830141
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10943
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410722
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736596
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0831
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453238
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856392
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29704
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78064
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32525
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93928
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62572
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35639
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15075
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508491
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715431
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942598
(379.42, 15.92, 284.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173703
