¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.246
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14505
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378466
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631361
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9062
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205928
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532656
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893496
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287717
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721557
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198964
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.728566
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02787
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74938
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55439
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43281
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71237
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07915
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7372
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72576
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13998
(439.13, 14.95, 252.45) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 24.98217
(439.13, 14.95, 252.45) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 24.95686
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.207674
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370596
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544896
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731794
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932626
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148994
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382731
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63599
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911237
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21143
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538248
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899657
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293593
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728079
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205493
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735884
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33279
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00943
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5683
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44873
Ğ(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52555
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72749
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09266
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7586
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76392
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17242
(439.13, 14.95, 252.45) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 24.86815
(439.13, 14.95, 252.45) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 24.96917
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210516
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373632
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548147
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735283
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936379
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153041
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387108
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640739
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916405
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216888
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543999
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905988
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299674
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734829
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212296
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743512
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3414
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01923
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79405
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76301
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54173
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74362
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10717
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78139
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80373
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20702
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213429
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376744
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551479
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738859
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940226
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157189
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391597
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645608
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921703
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221879
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549902
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912491
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305957
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741807
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219373
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751447
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35035
¶(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02942
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80575
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67341
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64934
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76071
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12271
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80564
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84527
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24381
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.216412
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37993
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554895
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742522
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944165
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161438
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396197
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650594
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92713
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227033
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55596
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919162
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312446
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749012
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.226725
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759692
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35966
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8179
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68572
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66643
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84994
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13926
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83125
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8885
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28275
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219464
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383193
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558391
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746271
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948197
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165786
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400904
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655699
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932686
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23235
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562172
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926003
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319137
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756442
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234348
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768244
°(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36932
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05099
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83051
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69865
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68421
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87363
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17526
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8583
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93347
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32389
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.222587
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386529
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561966
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750107
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952323
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170236
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405721
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660924
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938374
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237833
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568538
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933018
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326034
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764104
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24225
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.777106
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37932
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06238
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84359
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71221
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70271
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89814
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20116
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78452
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97338
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36723
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22578
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.389939
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565621
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754028
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956541
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174785
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410646
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666265
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944187
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243476
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575058
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939565
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333135
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771455
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.250425
ª(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786277
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38968
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07417
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85712
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7264
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72191
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92346
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22817
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82291
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0101
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41281
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.229041
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393424
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569356
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758034
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960851
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179434
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415679
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671725
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950132
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249285
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581731
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946006
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340441
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779037
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258877
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795758
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40039
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08636
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87112
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74121
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74183
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94963
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25632
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86262
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82214
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46067
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.232373
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396983
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573171
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762126
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965254
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184185
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420821
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677304
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956205
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255363
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588559
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952649
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34795
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786864
¤(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267605
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80555
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41145
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09895
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88558
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75666
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76246
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97665
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28559
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90365
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87115
(439.13, 14.95, 252.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51078
