¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13905
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.67427
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.6436
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394671
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553067
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721962
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902332
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095382
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30249
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525147
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765146
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024574
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305851
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611761
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945626
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311438
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713923
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158802
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629692
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07947
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57496
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1234
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71766
•(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25372
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91302
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65089
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74054
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98137
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28748
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23563
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.38442
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.35082
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.32094
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388415
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546445
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714849
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894741
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087267
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293765
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515764
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755035
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013646
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293971
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598836
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93152
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295952
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696875
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139923
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591545
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03759
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52877
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07225
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67672
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24736
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90724
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64444
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48618
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89925
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1842
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10177
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.07208
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.03929
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.01017
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.94823
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382298
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539906
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707884
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887327
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079299
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285238
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506552
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745131
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002923
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28234
•(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586166
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917701
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280787
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680187
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121429
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554257
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996662
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4837
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02233
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62112
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24319
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90259
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63924
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46739
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81924
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08369
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9717
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.26475
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.25521
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.24929
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.64944
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376278
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.533508
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701066
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880028
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071516
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276845
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497569
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735433
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992424
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270976
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573788
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90416
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265955
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663832
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103359
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548353
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990938
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47818
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01708
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61628
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29027
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95625
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70066
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57506
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74134
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98588
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84529
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.56283
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.55309
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.54703
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.54463
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370373
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527248
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694393
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872879
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063891
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268644
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488791
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725934
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982163
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25985
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561675
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890935
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251451
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647844
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085657
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552408
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995374
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48307
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02252
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62235
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34782
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02025
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77232
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88891
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66548
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89077
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72249
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.87208
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.86215
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.85594
(338.31, 7.61, 338.60) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 24.85344
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364599
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521086
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68786
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8659
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056405
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260612
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480132
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716632
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972117
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248919
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549801
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877978
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237251
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632217
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068403
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552483
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00043
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48864
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0287
‡(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63817
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40688
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08605
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84605
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45313
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59165
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79827
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60323
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358955
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515076
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681448
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859065
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049073
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252804
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471712
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707541
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962301
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238302
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538224
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865347
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223387
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616965
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051526
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533724
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00608
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49486
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0356
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66561
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44651
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15366
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92181
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75192
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51983
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70835
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48746
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.35342
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509198
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675212
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852375
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041932
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245118
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463485
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698661
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952712
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227871
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526896
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852991
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209851
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60206
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035059
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515384
‚(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01231
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50177
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04322
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69391
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47873
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22308
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11218
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69476
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44993
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62101
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37505
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34803
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50347
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669069
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845863
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034919
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237631
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45541
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689984
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943304
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2177
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515835
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840909
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196624
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587536
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018957
