¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.720577
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37994
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80223
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71796
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7369
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.189
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998036
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137499
–(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288457
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44726
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616759
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79804
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398211
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630099
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880408
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151524
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446022
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766998
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1182
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506038
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948155
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433989
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972078
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57994
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33539
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20894
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30714
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70656
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58696
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52633
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62214
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.992908
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.132057
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.282094
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440482
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609526
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178712
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387767
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617922
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867293
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137277
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430575
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750125
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099723
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483656
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923011
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412166
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948475
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55035
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2956
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16275
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23545
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61895
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45838
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32047
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08403
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53846
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.987917
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.12676
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275887
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433871
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60247
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169486
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377845
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606018
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854412
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123343
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415396
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733607
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081577
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463749
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8983
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384645
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925393
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52433
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25648
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11737
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16489
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5328
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33213
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09876
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59687
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90833
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.983065
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121612
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269837
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427427
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966702
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160443
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368155
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59434
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841809
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109676
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400527
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717385
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063874
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444221
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874039
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357579
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898434
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4989
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21807
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07279
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09544
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44812
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20822
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86361
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17659
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31179
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.97835
­(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.116611
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263944
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781408
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959955
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151597
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358691
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58287
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829425
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096272
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385966
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701519
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046473
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425109
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850215
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331067
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86869
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47374
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18032
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02903
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02711
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36487
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08659
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63415
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78315
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7882
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.973773
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111755
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609131
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776174
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954375
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144882
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349424
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57163
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817284
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083136
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371665
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685946
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029471
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406373
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826834
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305001
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839502
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44081
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14325
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98601
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96878
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28304
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96719
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41022
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40588
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29637
°(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.969336
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107048
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604347
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771057
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948955
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139069
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342726
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561521
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805379
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070264
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357684
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670716
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012756
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388088
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80387
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279427
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810869
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40849
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10165
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94381
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91935
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20262
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84996
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19172
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09397
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83676
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.965035
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443441
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599758
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766188
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943718
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133455
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33674
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554173
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793745
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05765
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344018
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655795
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996456
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370138
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781868
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254382
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782805
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37687
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05498
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90237
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8708
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12353
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73487
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97842
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78457
³(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45375
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292451
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439266
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595324
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761447
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938648
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128063
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330956
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546184
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78235
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045329
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330595
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641201
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98048
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352623
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762539
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22978
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75526
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34583
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01428
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85103
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8232
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04584
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62195
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7728
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42656
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12295
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69611
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288658
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435206
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591013
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756869
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933795
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122868
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324407
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538477
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77119
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03324
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317474
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626904
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964862
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335468
