¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49855
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8963
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34282
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.116
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71544
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39057
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.619561
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.74588
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.884011
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.035558
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.197611
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371269
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557792
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758521
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97062
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205419
ø(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460443
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738378
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042399
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381227
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76136
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800596
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263751
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739998
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26947
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00816
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3229
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65796
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01526
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62291
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18289
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58014
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00419
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77319
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37637
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9971
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.615911
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.742012
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.881209
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.032566
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.194412
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367839
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554107
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753549
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965961
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20037
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454957
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732391
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035739
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374887
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754334
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788866
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25228
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727272
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2632
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01564
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33084
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66639
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02427
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88206
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28156
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68493
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23134
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05591
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64819
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54716
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.612395
×(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.738283
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.878522
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.029698
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191345
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364553
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550575
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748757
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961481
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195518
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44968
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726638
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028678
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368802
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74759
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168717
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241382
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715224
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27901
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02437
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34007
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67619
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1316
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9993
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3835
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79321
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67005
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31857
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06242
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.609011
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.734697
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.875953
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.026958
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.188413
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.36141
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5472
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74415
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957182
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190859
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444619
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721117
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021882
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362969
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741131
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161522
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230962
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703725
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29529
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03426
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35057
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68734
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37238
Õ(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09848
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48874
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14062
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00673
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60959
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71983
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.605762
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.732139
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.8735
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02434
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185613
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35841
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543977
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739725
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953061
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186397
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439769
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715827
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015975
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35739
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734951
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154639
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221136
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692829
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31201
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04538
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36235
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69985
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62389
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20085
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65108
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57693
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27179
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23191
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.602644
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.729946
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.871164
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.021846
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.182948
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355554
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540443
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735483
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949121
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182129
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435131
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710769
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011146
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352067
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729053
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146274
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584837
à(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682531
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32915
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05776
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37543
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9056
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88668
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30648
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05856
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96767
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77568
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43267
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.599659
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.727861
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.868944
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.019478
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180415
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.352839
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536667
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731422
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94536
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178054
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430703
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705942
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006544
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346995
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723435
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136756
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573848
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672832
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34675
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07132
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38981
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13966
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03112
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57857
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49273
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34805
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41572
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.59395
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.596809
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.725887
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.866842
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.017235
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.178017
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350269
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53306
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727544
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.941779
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174176
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426488
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700989
Ò(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002173
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342178
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7181
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12726
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563285
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05017
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36479
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08609
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47623
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38381
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13715
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98424
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94622
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78932
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7191
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6643
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.59409
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.724023
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.864856
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.015115
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175751
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347842
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529622
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723916
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938376
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170491
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422485
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695992
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99803
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337612
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713042
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.118143
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553142
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038825
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38327
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10212
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69461
(390.80, 12.59, 327.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63875
