¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 6.722645
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.877484
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.856956
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.83744
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.818919
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.801379
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.784805
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.769184
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.754503
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.740752
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.72792
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.715995
é!(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.70497
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.694836
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.86665
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.316513
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.648448
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.158444
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.148392
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.139287
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.131124
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.123895
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.117595
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.112219
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.107764
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.104225
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.101601
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.099889
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.099088
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.099197
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.100218
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.102149
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.844666
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.824225
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.80479
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.786345
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.768875
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.752367
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.736806
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.722182
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.708481
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.695694
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.683812
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.672822
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.66272
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.905212
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.361339
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.579176
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.163479
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.15342
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.14431
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.136139
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.128906
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.122601
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.117223
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.112763
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.109224
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.106598
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.104886
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.104085
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.104196
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.105218
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.107152
ê!(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.813056
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.792698
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.773342
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.75497
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.737569
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.721124
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.705622
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.691052
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.677401
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.664658
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.652814
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.641861
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.631788
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.944172
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.406679
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.542057
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.169443
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.159374
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.150256
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.14208
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.13484
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.12853
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.123147
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.118686
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.115143
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.112516
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.110803
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.110003
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.110114
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.111139
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.113076
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.782623
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.762347
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.743066
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.724765
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.707431
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.691047
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.675601
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.661084
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.64748
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.634781
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.622976
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.612056
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.602014
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.983532
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.452534
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.528487
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.176338
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.166261
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.157133
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.148949
í!(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.141701
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.135387
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.129998
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.125533
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.121987
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.119359
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.117645
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.116846
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.116959
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.117985
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.119926
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.753344
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.733145
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.713937
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.695706
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.678435
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.662111
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.646721
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.632253
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.618696
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.606039
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.594271
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.583384
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.613333
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.023291
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.498899
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.515939
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.184171
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.174082
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.164945
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.156752
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.149496
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.143175
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.137781
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.133311
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.129763
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.127132
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.125418
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.124618
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.124732
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.125762
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.127706
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.72519
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.705066
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.685931
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.667765
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.650556
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.63429
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.618953
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.604534
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.591021
ì!(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.578403
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.566672
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.555818
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.658734
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.063447
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.515079
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.504401
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.192947
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.182846
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.173696
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.165493
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.158229
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.151901
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.146501
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.142026
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.138475
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.135842
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.134126
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.133327
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.133443
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.134476
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.136424
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.698138
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.678087
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.659019
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.640917
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.623768
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.607557
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.592271
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.577899
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.564429
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.551851
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.540154
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.52933
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.71086
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.104002
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.504532
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.493866
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.202674
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.192557
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.183397
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.175182
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.167909
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.161572
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.156165
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.151685
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.148129
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.145494
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.143778
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.14298
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.143098
è!(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.144133
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.146086
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.672165
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.652184
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.633182
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.615141
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.598049
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.581892
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.566655
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.552329
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.5389
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.526359
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.514696
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.503901
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.763944
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.144953
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.494978
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.484325
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.213358
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.203227
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.194051
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.185824
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.178541
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.172194
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.166781
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.162295
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.158735
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.156097
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.15438
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.153581
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.153702
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.154742
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 6.1567
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.647248
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.627334
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.608395
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.590414
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.573377
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.557271
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.542082
(417.73, 13.36, 328.41) (425.52, 13.24, 302.68) (10.04, 11.53, 17.73) Truck 5.5278
