¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(323.69, 7.67, 370.39) (343.45, 1.15, 381.82) (0.81, 2.16, 0.81) Human 8.601713
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61764
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948811
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305295
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576089
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857933
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476099
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820913
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19337
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59681
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.39084
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.36082
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.33265
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.30629
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.53183
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.54694
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.5289
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.51279
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.49858
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.48626
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.47583
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.46727
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.46059
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731068
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913001
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104849
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3105
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531558
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769675
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026903
´(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305588
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608461
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939067
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284513
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540195
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815353
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110271
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427012
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768087
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13636
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53511
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.27604
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.25465
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.23502
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.21712
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.50217
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.36206
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.34442
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.32867
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.31479
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.30278
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.29262
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.28431
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.27785
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727076
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9077
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099168
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304413
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524976
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762618
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019249
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298363
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602253
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933779
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252634
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501139
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773634
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065576
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379083
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716525
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08075
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47495
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.25449
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.23315
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.21356
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.19571
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.47309
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.18436
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.16709
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.15281
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.14594
®(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.1409
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.13766
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.13625
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.13664
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723122
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902465
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093559
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298425
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518826
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757248
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014859
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294049
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597559
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928649
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22146
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466246
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732871
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021957
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332274
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.576184
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.54255
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.510566
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.480206
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.451448
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.424265
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.2777
(323.69, 7.67, 370.39) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.4446
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.30195
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.2913
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.28251
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.27555
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.27044
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.26716
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.26571
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.26609
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719035
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897376
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08882
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294498
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515526
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753679
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011029
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289888
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592995
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923686
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191067
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433935
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693071
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979361
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.126461
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.09365
Ç(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.062417
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.032746
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.004602
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.977976
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.083352
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.46376
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.44921
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.43656
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.42578
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.41687
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.40983
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.40465
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.40131
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.39984
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.40021
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715349
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894444
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086036
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291493
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512319
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750221
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007267
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285833
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588586
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918859
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161415
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40242
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659417
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93779
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.000075
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.978392
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.958146
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.939323
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.921907
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.91811
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.065614
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.60358
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.58886
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.57604
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.56513
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.55611
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.54897
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.54371
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.54033
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.53882
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.53918
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711715
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891905
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083342
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288605
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509185
»(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74689
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003647
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281881
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584303
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907796
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13254
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371737
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626717
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899103
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.029694
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.007931
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.98761
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.968716
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.951235
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.941482
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.048231
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.7485
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.73359
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.72062
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.70956
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.70042
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.69318
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.68785
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.68441
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.68286
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.68322
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708036
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889489
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080743
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285802
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506187
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743644
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000152
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27807
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580153
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881238
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104369
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341784
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594862
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865126
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.060871
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.039023
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.018622
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.999656
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.982104
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.96618
(323.69, 7.67, 370.39) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.053042
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.89874
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.88364
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.8705
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.85929
µ(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.85003
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.84269
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.83728
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.83378
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.8322
(323.69, 7.67, 370.39) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.83254
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704443
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885772
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078224
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283094
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503272
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740522
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99673
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274377
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576163
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855345
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07695
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312641
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563829
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832062
