¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(418.49, 14.57, 316.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892301
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118114
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241635
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371202
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520096
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685037
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859582
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044542
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240879
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449637
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671953
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909163
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162752
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394733
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926855
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612261
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41337
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36198
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75614
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37693
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93746
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50309
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08569
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75585
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616483
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716434
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820899
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930143
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044506
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164283
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289841
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421615
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575262
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743239
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921032
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109572
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309766
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522769
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749701
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992009
¹(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251175
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612026
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247317
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985477
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85339
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88854
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0009
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53311
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06375
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63995
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22863
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85336
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82668
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654963
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756457
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862568
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973579
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089799
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211565
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339272
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473338
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631841
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802907
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984107
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17632
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380535
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597918
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829646
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077245
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349502
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90971
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59202
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38918
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33271
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46681
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15478
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65366
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19411
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78136
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37636
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01355
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75858
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694291
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797384
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905212
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018045
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136194
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260009
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389936
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526344
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689831
º(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864117
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048845
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244841
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453227
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675184
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911928
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173468
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462073
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228891
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963648
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82726
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85674
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77794
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27009
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77806
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32865
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92739
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52905
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17935
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88903
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734549
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839322
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948887
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063589
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183738
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309714
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441897
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581481
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749259
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926925
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115277
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315246
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527968
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754615
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006053
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28175
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578448
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572062
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36548
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3042
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3118
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89262
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38588
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90632
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46756
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07703
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68699
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35085
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03143
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775727
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882201
·(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993625
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110254
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232466
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360599
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495151
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639257
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810242
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991346
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18346
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387581
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604755
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846661
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110282
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393573
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754475
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941859
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8013
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82533
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41923
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01017
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50342
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03772
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61094
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22777
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85026
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4976
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16494
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81786
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926106
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039382
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158027
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282373
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412804
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549789
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698444
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87277
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057437
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253464
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461853
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694648
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947099
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217895
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509136
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064984
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34152
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27552
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98186
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52965
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12252
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6246
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16884
·(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75899
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38353
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00067
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62518
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30309
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835668
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966647
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086286
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206978
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333524
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466288
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605813
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759174
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936874
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125308
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325363
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549587
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791507
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050686
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328985
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628552
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397197
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77471
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57659
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08554
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64322
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2382
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7495
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30411
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90765
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.537
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12284
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75708
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44606
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849571
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981253
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119912
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257082
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385928
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521143
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663258
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82137
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002649
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194938
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41096
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643052
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891382
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157631
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443743
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752054
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753434
µ(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20009
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67414
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19202
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76003
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3574
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87829
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44365
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05938
(418.24, 14.63, 316.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66507
