¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(394.13, 14.40, 309.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052482
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.85552
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.84512
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.927803
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.864948
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.621793
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.811657
˜ (394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.785528
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.760489
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.736519
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.713597
(394.13, 14.40, 309.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925593
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.083829
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.041667
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.000974
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.965128
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.937186
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.912935
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.895195
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.508515
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.493201
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.478786
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.465261
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.452615
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.440837
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.429918
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.41985
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.410626
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.619254
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.064924
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.92612
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.913489
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.901933
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.89144
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.713389
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.485218
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.285834
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.099226
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.958042
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.89231
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.828873
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.76764
(394.13, 14.40, 309.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935761
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.933217
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.892499
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.854619
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.823947
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.794456
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.767748
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.758123
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.391667
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.376646
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.362506
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.349237
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.336829
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.32527
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.314554
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.30467
 (394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.295612
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.629674
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.077086
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.974427
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.961684
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.833305
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.571143
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.356594
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.163817
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.99142
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.923159
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.857299
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.793745
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.7324
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.673181
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.844469
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.804917
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.766752
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.732303
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.704813
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.679939
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.661045
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.296057
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.280442
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.265701
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.251825
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.238801
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.22662
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.215272
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.204749
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.195042
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.253515
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.640252
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.089434
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.135382
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.690532
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.437658
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.235476
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.048746
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.958985
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.890533
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.824493
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.76077
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.699266
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.639894
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.582574
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.726828
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.688756
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.657783
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.627981
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.599884
  (394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.580275
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.561629
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.189795
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.174465
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.159994
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.146369
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.13358
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.121618
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.110471
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.100133
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.090594
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.262811
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.650986
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.101969
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.556822
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.315027
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.121447
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.000077
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.928842
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.860141
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.793869
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.729926
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.668215
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.608647
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.551139
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.495612
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.623384
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.591883
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.561556
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.53238
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.51134
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.491807
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.104362
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.088452
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.073396
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.059182
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.045798
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.033235
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.021481
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.010528
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.000367
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.990991
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.272239
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.661879
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.114693
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.202188
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.046752
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.972526
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.900969
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.831967
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.765409
› (394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.701196
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.639229
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.57942
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.521682
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.465933
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.412099
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.529953
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.499088
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.469378
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.44698
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.426782
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.407536
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.007351
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.991719
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.976926
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.962958
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.949804
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.937456
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.925904
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.915136
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.905146
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.941818
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.281801
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.672927
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.099366
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.021918
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.94729
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.875355
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.805995
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.7391
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.674566
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.612297
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.552198
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.494186
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.438176
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.384091
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.33186
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.567214
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.436886
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.386335
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.36547
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.345562
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.930875
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.914674
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.89931
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.884767
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.871036
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.858105
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.845963
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.834602
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.824012
› (394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.814186
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.949004
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.291495
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.684134
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.999449
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.924359
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.851986
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.782214
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.714929
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.650024
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.587403
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.52697
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.468639
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.412325
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.35795
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.305441
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.254728
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.637389
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.504089
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.42973
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.404937
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.381168
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.842001
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.826072
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.810963
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.796662
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.783157
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.770438
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.758495
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.747319
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.7369
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.727231
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.907001
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.888895
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.871647
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.855241
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.842624
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.839985
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.838071
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.83688
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.836413
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.836667
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.837642
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.388371
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.333665
(394.13, 14.40, 309.56) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.280839
