¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07032
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929462
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077982
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232944
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394726
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563719
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740348
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925169
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1187
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32145
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66104
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93323
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840545
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997258
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162405
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336649
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520756
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723926
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946479
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10357
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217635
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336187
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459508
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587849
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72147
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860609
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005646
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15692
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314762
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479624
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651817
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831963
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0204
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21776
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5429
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91197
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81372
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979364
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156581
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344164
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543014
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754097
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969121
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165878
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281914
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402552
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528057
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658691
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794707
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936415
´(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084162
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238266
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399139
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567157
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742734
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926455
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11874
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42962
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7893
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22674
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834962
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003901
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182491
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371526
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57199
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784852
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989449
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199583
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348003
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470819
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59859
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731613
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870152
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014526
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165054
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322145
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486148
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657481
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836567
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02402
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32085
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6716
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04874
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59562
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858603
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02885
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20885
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399432
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601568
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81077
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010376
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221663
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416023
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54104
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671216
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806694
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947848
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094959
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248449
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40858
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575811
»(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750607
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933401
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21634
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55863
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92636
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32235
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882683
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05427
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235683
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427831
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631632
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831101
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031836
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24437
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469748
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613341
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745923
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883995
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027861
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177887
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334373
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497709
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668376
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846727
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11579
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45006
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80877
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19479
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61122
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907227
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080124
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263014
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456758
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661092
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851975
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053852
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267653
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494426
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687716
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822824
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963598
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110274
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263273
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422918
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589598
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763803
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01895
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34553
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69579
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07226
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47801
µ(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33087
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932162
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106463
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290823
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4862
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681406
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87338
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07646
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291545
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51973
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762162
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902023
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045537
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195204
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35129
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514194
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684348
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925577
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24487
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58698
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95449
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35012
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77726
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82149
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957523
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133221
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319147
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516153
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702187
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895333
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099621
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316072
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545698
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789717
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983501
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129964
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282629
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441977
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608325
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83545
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14775
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48219
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84105
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22711
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64059
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22163
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98332
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160449
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347973
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539616
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723531
¹(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917819
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123376
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341211
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572334
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817969
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067437
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216879
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372759
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535443
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748302
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05396
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38101
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73171
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10343
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50021
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95198
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32717
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009588
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188179
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377277
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560389
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745371
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940861
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147753
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366972
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599594
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846976
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110322
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306434
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465628
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664004
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963321
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28333
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6192
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97871
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36517
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78166
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3167
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77822
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036265
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216361
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40527
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581603
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767758
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964458
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172678
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393366
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62759
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876667
(419.43, 13.71, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141933
