¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19921
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16887
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56133
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728999
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908002
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099498
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30476
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525399
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763015
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0197
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297779
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599977
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929513
Û(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278463
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639812
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035589
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470871
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922338
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41656
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88273
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37988
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92649
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53017
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.09845
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.07371
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05102
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03034
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01167
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.99499
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.98028
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96755
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95677
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.94794
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558994
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726518
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905342
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096642
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301682
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522069
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759452
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.921298
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.923143
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.926023
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.929941
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.934897
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640811
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036671
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465525
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912754
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40597
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88931
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38705
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93436
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54236
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88264
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.85849
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83635
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81618
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.79799
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.78176
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76747
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.75511
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.74468
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.73617
í(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556739
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724113
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902769
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093862
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298775
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518912
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756042
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.819931
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.821399
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.823887
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.827399
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.831932
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.837493
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.844086
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.851716
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.860386
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.874084
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89663
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39509
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9432
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60241
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6757
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6521
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.63048
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.6108
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.59307
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.57726
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.56336
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.55136
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.54126
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.53304
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55458
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721811
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900328
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091282
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295956
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51589
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.722296
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.72241
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.723528
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.725651
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.728779
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.732915
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.738063
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.744227
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.75141
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.759618
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.868671
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.609541
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.591692
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95299
ï(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.50217
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.47715
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.45408
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.43295
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.41374
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.39643
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.38102
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3675
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35584
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34605
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33811
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552538
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719591
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897977
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088741
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293269
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512994
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.62875
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.628549
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.629338
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.631116
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.633885
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.63765
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.642409
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.648169
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.654932
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.662706
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.59997
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.624635
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.650609
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96375
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.31103
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.28654
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.26397
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.24331
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.22454
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.20765
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.19262
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.17944
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16811
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.15861
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.15093
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550573
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717513
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895751
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086381
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290709
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510281
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.538662
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.538166
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.538647
ü(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.540102
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.542535
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.545949
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.550344
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.555722
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.562093
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.569456
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.767478
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.79356
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.820989
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01919
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12744
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.10345
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.08136
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.06115
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.0428
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.02629
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.01162
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.99878
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.98775
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.97853
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.97111
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548719
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715576
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89364
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084134
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288321
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.45361
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.451875
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.451102
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.451294
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.452447
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.454564
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.457646
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.461699
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.46672
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.472717
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.479692
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.943671
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 7.971281
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.000282
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.118886
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95101
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.92751
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.90587
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.88608
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.86813
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.852
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.83767
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.82515
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.81441
ı(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.80545
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.79826
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546948
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713681
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891634
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081964
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285998
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.370216
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.368233
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.367201
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.36712
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.36799
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.36981
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.372583
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.376309
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.380994
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.386641
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.464269
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.129204
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.158467
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.18917
(433.09, 14.36, 311.56) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 8.221335
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.78139
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.75835
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.73715
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.71776
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.70019
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.68441
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.67041
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.65818
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.64772
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.63901
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.63204
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545307
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711887
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889736
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079935
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283825
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.289809
(433.09, 14.36, 311.56) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.287596
