¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.317
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8103
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983844
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167593
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362387
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569231
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789206
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021941
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262874
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520082
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795161
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093997
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86746
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84458
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60671
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94908
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07116
ì(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19755
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32835
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46379
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60397
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7491
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89703
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04485
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.9843
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812728
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019578
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659192
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855679
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031795
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218244
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416074
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626151
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849717
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084608
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329593
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591249
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871233
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186948
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.906
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8622
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64824
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97597
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09856
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22545
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35679
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49275
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6335
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7792
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93006
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08626
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98457
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81909
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026433
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250062
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901975
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080682
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270022
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470895
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684354
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911585
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148776
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397911
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664158
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953492
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28231
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94636
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89718
ğ(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69061
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00502
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12809
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25553
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38743
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52397
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66534
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81167
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96316
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14132
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98827
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825447
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033281
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257459
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944062
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130652
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322857
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526896
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743824
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974901
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214437
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467889
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73885
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044407
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97024
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98656
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93576
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73382
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03613
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15979
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2878
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42028
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55748
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69948
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84649
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02277
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28451
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01271
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831801
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040125
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264854
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958716
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181602
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376871
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584142
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804662
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039589
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281651
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539516
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819684
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137682
ç(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00411
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02649
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97511
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77785
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06936
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19366
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32229
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45543
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59329
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73598
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91043
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10008
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93181
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07694
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838149
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046965
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272243
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517787
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233655
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431988
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642653
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866851
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10465
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350414
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6129
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908622
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233449
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03774
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06622
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01516
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82275
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10479
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22968
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35898
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49287
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6314
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80407
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98882
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1804
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62014
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15688
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844487
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053796
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279624
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528447
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276749
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488284
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702435
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930372
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170753
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420843
ñ(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692063
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999862
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331779
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07116
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10571
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04911
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86852
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14237
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26793
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39796
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53257
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70342
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88352
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07021
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26383
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51044
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850821
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060621
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286999
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539078
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292739
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545805
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763521
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995374
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238401
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492924
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779087
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093494
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432714
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10432
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14489
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07995
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91515
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18213
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30845
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43923
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60828
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78392
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96596
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1547
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35046
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35776
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857144
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067436
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293765
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549675
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308792
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604546
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825922
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061798
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307585
à(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570077
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868358
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18954
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24617
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13724
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17618
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11136
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96263
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22413
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35303
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51842
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68982
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8674
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0515
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24236
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14059
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01805
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86346
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074243
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30348
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560239
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839869
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644009
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889691
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129723
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378394
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655252
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959864
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288133
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27414
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16993
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20077
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14338
