¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.952417
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202711
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422336
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659098
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915038
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192632
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494512
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824126
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174735
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498234
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834751
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200495
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552144
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858072
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18587
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53781
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54449
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87424
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74234
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36064
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25013
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60479
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61994
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30621
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.289
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.27455
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.26285
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.25388
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24764
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24413
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.24335
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001076
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205455
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425293
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662297
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918552
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196367
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498606
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828596
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170364
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479616
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814583
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178525
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527401
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831675
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15759
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50753
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50288
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90838
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76718
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38277
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2774
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63918
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66465
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44507
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42771
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41312
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4013
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39224
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38593
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38237
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38155
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003669
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208272
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428286
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665542
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922023
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200148
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502759
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833107
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153456
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461386
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794825
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157063
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503407
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806107
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13025
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47813
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45666
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94321
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.792
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40512
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64492
”(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64873
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65533
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58886
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.57133
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5566
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54466
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.53551
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52912
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52551
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52466
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006258
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21107
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431292
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66877
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925515
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203959
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506914
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837646
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136921
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443512
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775466
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135981
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48025
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781357
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10376
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44979
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3679
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9788
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81676
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42764
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70198
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.69111
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68304
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.69309
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68383
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67737
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67369
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67281
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008879
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213881
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434311
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672049
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929071
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207813
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511132
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842257
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131417
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42601
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75649
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115377
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457821
…(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757421
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07819
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42237
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27896
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01507
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84148
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4504
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36072
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74434
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80152
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011538
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216698
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437393
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675339
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932661
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211717
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515341
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846882
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128782
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408857
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737928
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095222
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436159
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734293
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0535
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39587
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1899
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0521
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86616
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47333
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38898
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78004
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84803
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014164
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219562
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44046
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678648
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936237
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215608
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519582
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851519
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126539
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392062
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719767
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075477
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415263
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712026
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02962
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37034
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10081
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08988
…(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89076
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49643
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4175
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81607
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89498
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016833
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222425
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443521
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681993
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939872
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219513
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523858
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856205
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124763
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376069
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701981
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056179
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395057
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690494
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00666
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34571
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01168
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12838
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91532
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51976
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44624
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85241
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94237
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019527
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225323
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446662
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685362
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943486
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223478
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528135
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86092
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123377
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374599
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684611
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037305
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37565
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669773
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98451
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32202
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92259
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99391
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93981
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54326
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47524
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88908
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9902
„(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022231
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228202
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449767
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688736
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947156
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227442
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532475
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865634
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122394
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3736
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667618
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018873
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356957
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64986
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963214
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32179
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86199
(403.75, 7.39, 366.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84677
