¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(367.69, 9.60, 332.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11445
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59572
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62906
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77343
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21146
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48517
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77129
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07067
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30918
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45795
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61195
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77138
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93086
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09416
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26323
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43831
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61963
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80744
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00204
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39715
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813943
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129087
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472012
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846532
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25712
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709216
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20931
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70856
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17992
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62355
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09406
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64037
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74143
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95622
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29422
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57115
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86072
‚(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16367
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46689
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6188
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77608
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93435
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09532
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26195
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43453
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6132
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79826
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98999
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18862
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4647
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832371
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149108
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493827
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870441
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283396
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738227
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24155
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76818
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24518
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68521
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16104
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68538
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85279
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11144
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37963
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65983
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95289
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2596
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58085
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78512
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94231
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10105
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26538
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43553
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61171
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79422
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9832
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.179
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38188
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59218
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850699
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16902
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515589
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894267
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309593
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767167
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27364
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82862
„(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30468
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74783
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22913
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75347
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9631
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1962
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46758
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75125
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04799
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35858
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68397
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95472
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11007
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27037
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43632
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60815
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78609
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97039
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16128
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35905
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56392
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83773
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868962
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188886
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537271
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917955
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33569
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796025
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30568
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.873
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36348
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81157
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29836
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82899
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07223
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29142
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57177
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86503
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17198
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49354
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83074
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08562
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25588
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41916
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58814
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76316
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94438
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13208
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32652
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52794
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7367
‚(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887131
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208625
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558823
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941607
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361695
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824748
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33761
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90868
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42319
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8763
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36878
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90587
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02706
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41984
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7053
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00391
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31662
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64426
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9782
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19596
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40662
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57293
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74516
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92344
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1081
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29932
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49749
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70274
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10079
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905188
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228327
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580284
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965165
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387622
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853404
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36946
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94425
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4839
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94536
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45162
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0047
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88984
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4534
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84276
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14696
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46563
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7997
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08915
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30995
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53917
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73194
‡(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90743
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0892
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27742
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47242
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67438
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99135
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49688
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923167
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247888
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601681
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988579
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413415
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881916
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40113
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98154
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55986
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03176
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54581
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10777
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75307
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39697
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98435
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2944
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61926
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95994
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20375
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42775
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66028
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89631
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0753
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26064
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45259
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65145
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88847
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38567
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91276
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73125
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941094
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267341
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622938
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011888
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439108
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911155
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43667
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02274
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64077
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11971
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64173
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21283
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74501
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34123
‡(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13018
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44633
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77764
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10319
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32213
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54937
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78539
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03053
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24886
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43796
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63382
(367.58, 9.62, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83673
