¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(376.44, 8.09, 344.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07638
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23145
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31041
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39304
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47938
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56956
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66365
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77868
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90543
ä(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03686
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1732
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.529073
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.803728
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.103608
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.432303
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.794113
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.194239
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.639028
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.136319
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.695889
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88296
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8013
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87573
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05126
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80235
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61782
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79218
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09666
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41409
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74524
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09094
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39381
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47417
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55829
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6462
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75921
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87954
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00442
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13399
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26835
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40763
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.542388
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.81825
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.119506
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.44978
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.81341
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.215649
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.662915
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.16313
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.726186
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36398
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92477
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84999
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93308
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08712
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86261
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68464
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92414
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20481
×(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49689
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80099
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12804
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49057
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64485
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7547
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86889
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98744
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11055
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23829
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37081
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5082
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65063
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.555583
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.832644
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.135269
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.467109
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.832548
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.23689
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.686617
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.189741
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.756276
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39774
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96625
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89829
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99002
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1234
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92399
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75271
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13136
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41864
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7177
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0291
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3536
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68114
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86332
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97698
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09507
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21767
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3449
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47688
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61378
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75568
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90257
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.568652
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.846903
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.150885
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.484285
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.851522
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.257954
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.710132
Â(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.216151
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.78614
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43127
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00741
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94625
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04663
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1601
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98651
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95668
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34544
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63967
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94599
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26506
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59768
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88816
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08471
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20106
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32183
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44725
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57736
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71229
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85225
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99733
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14768
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.581589
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.861023
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.166356
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.5013
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.870325
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.27883
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.733442
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.242342
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.815773
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.46456
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04821
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9938
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1028
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19723
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05012
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30988
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56676
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8682
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18212
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50927
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80983
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1022
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31397
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43305
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55668
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68502
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81815
ä(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95626
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09941
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24778
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40155
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.594396
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.875004
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.181673
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.518153
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.888949
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.299518
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.75655
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.268315
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.845168
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.49759
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08864
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.041
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15852
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23482
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11487
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67206
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79554
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10457
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42646
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73731
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02476
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32351
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55136
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67334
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79994
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93135
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06764
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20901
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35556
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5074
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66955
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.607065
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888835
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.19683
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.534833
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.907388
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.320007
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.779439
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.294048
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.874305
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30218
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12872
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08777
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21381
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27281
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18073
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04338
Æ(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03209
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34909
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67037
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95313
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24695
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55239
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79724
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92226
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05203
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18661
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32627
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47103
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62583
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7937
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96749
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.619595
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.902517
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.211828
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.551341
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.925641
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.340291
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.80211
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.319544
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.903179
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33652
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16838
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13407
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2686
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31126
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2319
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36727
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2768
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60211
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88716
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17624
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4767
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78912
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.052
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18021
(376.41, 8.15, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31323
