¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
› (442.70, 14.31, 261.37) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.934069
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.43698
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4288
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42263
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.41847
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169047
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365365
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57565
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801315
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044107
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301719
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578394
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893927
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231324
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596889
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997856
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.417791
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.391775
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.367167
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.343945
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.322088
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.54038
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.133225
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24637
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.64783
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.62304
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.60036
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.57978
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56129
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54486
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.53049
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.51817
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.50788
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49963
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49339
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.48918
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172617
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369149
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579693
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805664
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048806
â(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308579
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589274
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902692
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237851
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60404
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005707
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.492613
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.466331
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.441466
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.417998
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.39591
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.545914
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.139566
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26396
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.72256
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.6976
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.67476
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.65404
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.63541
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.61886
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.60438
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.59196
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.58158
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.57325
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56695
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56267
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17621
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37305
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583847
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810157
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053608
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315547
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600217
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908788
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244515
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61133
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013719
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.570084
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.543522
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.518389
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.494668
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.472342
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.551678
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44809
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28265
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.8002
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.77506
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.75206
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.73118
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.71241
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.69573
Û(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.68114
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.66861
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.65814
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.64972
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.64335
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.63902
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179918
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377006
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588089
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814694
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058528
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321558
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606178
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915039
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251295
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618776
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021893
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.650292
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.62344
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.59803
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.574048
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.55147
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.557671
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.521
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30239
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.88081
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85549
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.83232
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.81128
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.79236
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.77555
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.76083
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.7482
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.73763
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.72913
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.72268
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.71829
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183691
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381043
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592418
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819341
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063518
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326104
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612035
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921371
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258204
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626329
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030209
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.733344
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.706189
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.680493
Ø(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.656238
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.633401
(442.63, 14.32, 262.06) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 8.611969
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59498
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32329
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96448
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.93896
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.91561
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.89441
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.87534
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.85839
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.84354
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.83079
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.82012
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.81153
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.80501
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.80055
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187544
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385141
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596812
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824047
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068604
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329788
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617957
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927825
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265275
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63406
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038695
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484612
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856051
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2492
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68967
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17142
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77991
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67008
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34532
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.05128
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.02557
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.00203
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98066
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.96143
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.94433
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.92935
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.91648
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.90571
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.89702
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.89042
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.8859
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191427
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389322
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601297
À(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82888
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072145
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334278
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624047
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934417
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272454
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641914
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047329
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494182
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880325
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27835
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72147
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19856
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84564
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74633
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36845
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0674
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.11538
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09165
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0701
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.0507
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.03346
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.01834
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.00534
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.99446
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.98568
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.97899
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.9744
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195416
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393579
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605825
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833533
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075251
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338867
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630205
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941135
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2798
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64994
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056153
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503892
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905266
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30822
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75368
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2247
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9123
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82368
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39275
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03526
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.2085
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.18456
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.16283
Ì(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.14326
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.12585
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.1106
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.09747
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.08647
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07759
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.07082
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.06615
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199453
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397885
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610475
(442.63, 14.32, 262.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836506
