¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(367.53, 6.93, 352.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367636
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97656
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.55826
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162257
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352469
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555761
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773577
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007435
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259141
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530773
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824742
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143868
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491451
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871407
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288388
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73558
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1562
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62332
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15315
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73547
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.97161
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95236
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.93495
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95766
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95551
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.93512
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.91656
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.89985
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.88495
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.87186
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.86056
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.85106
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.84731
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.87737
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172786
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363707
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567816
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786487
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02131
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274071
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546882
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842227
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162827
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512131
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894056
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313283
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763376
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19602
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68165
™(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21764
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80564
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.00754
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.98824
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.97078
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23901
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44884
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84556
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48535
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.50313
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.5436
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58787
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.89582
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.88627
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.8785
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.87251
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183434
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375074
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57996
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799508
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035312
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289199
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56321
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859913
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182085
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533136
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917021
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338533
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803336
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25004
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74109
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28331
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87724
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.21756
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.19792
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.18016
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.29712
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54581
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19478
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79441
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38159
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41778
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45759
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.50105
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5482
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.59906
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65368
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194228
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386579
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592278
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81272
•(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049493
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30448
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579752
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877815
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201516
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554362
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940291
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364141
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83169
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30505
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80162
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35031
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95036
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.25813
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.23843
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.22061
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.23725
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.24782
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.22685
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.20777
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.19057
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.17524
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.16175
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.15011
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.01811
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.08119
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.15395
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205123
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398223
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60476
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826098
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063867
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319966
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596491
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895952
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221264
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575856
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963839
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390068
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860379
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36103
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86334
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41858
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02499
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68445
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50186
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43199
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46915
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83469
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95279
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33952
“(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42953
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.45883
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.49143
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.52734
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.5666
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12286
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.15362
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216136
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410003
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617335
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839605
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078395
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335625
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6134
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914265
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24123
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597656
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98774
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416348
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889461
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41423
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92621
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48821
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10115
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76939
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55935
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4968
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56193
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.98163
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.96558
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.05503
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0733
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.09402
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11719
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.04667
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.02958
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.09516
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.00487
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227314
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421916
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630075
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853272
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093093
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351484
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630512
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932873
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261456
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619715
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01195
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442988
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918891
“(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.447
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99023
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55915
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17886
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85615
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61783
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56692
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66216
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0425
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0264
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92046
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08101
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.80086
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.01893
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.00348
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.99044
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.97981
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.97097
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23859
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433966
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642965
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867115
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107995
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367483
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647891
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951674
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281887
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642078
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03642
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469975
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948729
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48015
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05546
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63151
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25823
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94475
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71492
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65527
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76449
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.27838
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.2654
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.47475
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49453
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92677
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95658
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98989
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02675
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06717
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.18388
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24996
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446112
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655993
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881067
(368.16, 6.87, 352.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122994
