¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(408.64, 12.89, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920889
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63283
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78721
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23228
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8353
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705625
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974682
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76423
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108641
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48601
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898561
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356934
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882503
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47229
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13871
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89758
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7695
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85884
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16056
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26073
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3645
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4719
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58316
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69836
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81762
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94107
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06889
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20117
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3381
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47986
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62662
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3535
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96074
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61757
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33016
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702899
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971717
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759941
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103951
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481192
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896648
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354736
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879403
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46878
°(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13471
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89304
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7756
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86968
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27977
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3819
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48771
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59725
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7107
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82813
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94972
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07557
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20584
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34072
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5704
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48664
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09944
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76229
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48149
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73411
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90348
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700043
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968638
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260949
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099091
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475851
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890749
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352399
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876914
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46491
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13034
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88799
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78404
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87964
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40287
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50709
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61501
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72675
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84246
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96225
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08624
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21461
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68514
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62362
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24998
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92028
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41795
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57339
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73429
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90083
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07324
¢(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697062
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965448
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257469
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094061
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470314
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884631
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352628
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880308
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46492
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1255
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88249
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79177
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88879
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63637
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7465
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86054
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97862
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10083
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80373
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75428
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41085
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08985
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.281
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42872
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5816
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73991
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90377
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07337
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24896
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693957
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962119
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253841
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088838
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464579
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87827
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352512
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883389
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46839
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12879
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87997
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79874
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89705
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66126
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76986
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88231
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06623
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92367
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88722
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58043
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02325
¡(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15887
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29929
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44467
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59515
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75097
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91224
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07919
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25198
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43091
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690725
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958653
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250065
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568129
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458643
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871731
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352013
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886163
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47151
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1323
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88397
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80503
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90443
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79682
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1733
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04224
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01939
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75702
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92193
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05085
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18433
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32261
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46574
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61392
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76736
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92615
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09054
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26074
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43693
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61931
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687409
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955053
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24614
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563835
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45249
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868614
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351243
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888592
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47426
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13543
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89318
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81054
 (408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91093
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02826
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14758
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7155
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83376
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95625
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08321
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2147
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35086
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49187
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63789
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78901
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94551
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10743
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27512
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44869
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62835
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81436
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683971
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95132
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242069
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559381
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909837
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867603
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350092
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889727
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47664
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13812
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90218
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81527
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91655
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35032
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77578
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89231
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0131
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13827
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26789
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4022
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54128
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68523
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83436
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98867
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14844
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31381
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48502
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66227
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84574
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02355
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680411
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947452
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237854
¤(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55477
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906665
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866269
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34861
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888056
(408.30, 12.93, 329.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47869
