¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35602
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825681
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13141
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50161
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96244
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40412
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83024
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99035
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07612
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16533
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25809
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35442
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45452
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57343
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79235
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01951
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82514
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20849
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613133
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990832
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376081
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797314
‡(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1323
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52153
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96125
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36275
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7849
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04945
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13599
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22601
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31957
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41678
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56359
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78002
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00458
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23763
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74741
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12761
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593432
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967059
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350098
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768875
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13358
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54152
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92343
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32195
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74033
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11112
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19849
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28931
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38375
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55756
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77164
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99373
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22418
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31218
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67261
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14399
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573457
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943226
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32409
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740343
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13523
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51881
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88611
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28176
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69652
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17544
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26365
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35538
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55523
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76708
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98682
†(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21484
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45145
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24291
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74765
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2835
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5779
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553186
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919314
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297967
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71172
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14507
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48464
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8494
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24218
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65345
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07601
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35421
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55651
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76624
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98376
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20949
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44368
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83675
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37078
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94441
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33469
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63067
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532681
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895287
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271784
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683073
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11107
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45092
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81319
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20317
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61116
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03044
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56125
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76904
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98446
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20795
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41184
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56905
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01202
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56164
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10256
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38876
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68637
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511837
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871252
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245531
…(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654298
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07339
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41769
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77747
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16474
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56958
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9857
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77528
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96159
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10315
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24968
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40135
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57261
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19733
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75823
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15781
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4457
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74505
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490794
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847136
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219252
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620632
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03611
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38498
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74233
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12689
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52875
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94174
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81735
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95392
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09533
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24173
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39325
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78029
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38809
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93725
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21592
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50557
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8068
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1202
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469478
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822979
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192907
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58622
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999309
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35272
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70773
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08963
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48864
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89858
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34075
‡(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94848
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08978
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23607
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38748
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99385
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58455
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99648
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27688
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56839
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87155
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18702
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447904
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798773
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164471
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551898
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962964
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31609
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6736
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05291
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44924
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85621
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29504
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94519
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08644
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23265
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42411
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21352
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78686
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05849
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34077
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63425
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93948
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426079
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774549
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13312
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51768
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927058
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27742
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64001
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01678
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41061
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81462
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25022
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94418
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08539
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23161
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63138
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42236
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84991
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12338
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40763
…(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70312
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01053
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404052
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750278
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101788
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483565
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891581
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23928
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60695
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98121
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37262
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77379
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20621
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70205
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08659
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23281
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84444
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62448
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91575
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19121
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47748
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77514
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08476
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382106
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722121
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070578
(425.06, 9.46, 363.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449534
