¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(420.76, 14.29, 319.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49957
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66289
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2518
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91142
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94778
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74253
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62918
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51841
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33539
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11171
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36182
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252841
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435616
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635434
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847479
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072901
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312901
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568981
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842668
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135834
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450508
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844418
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32502
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87514
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48899
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00443
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21914
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04439
µ(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.967
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85052
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64067
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37584
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13085
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320323
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513129
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717517
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934575
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165478
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411488
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674107
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955034
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256227
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579823
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00851
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52354
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09618
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73657
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61981
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50117
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3588
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31964
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19592
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89331
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64932
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41465
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395345
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59252
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801681
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023937
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260505
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512714
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78219
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07068
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380243
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714779
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19456
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72998
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32653
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99524
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28887
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79454
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68656
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6881
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43786
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15466
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9326
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65116
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421474
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620756
¶(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832236
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057003
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296337
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551672
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824533
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116831
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43057
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804295
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29843
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84776
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4608
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14919
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06064
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96785
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88182
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95144
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68206
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41873
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.219
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79692
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443673
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644276
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857185
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083531
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324575
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581752
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856691
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151262
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467596
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88389
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38416
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9432
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56762
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33336
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12523
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07054
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9969
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18873
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93096
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68819
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46624
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88839
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466249
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668183
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882515
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110478
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353271
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612371
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889455
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186369
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524778
¶(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964932
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47137
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04035
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67654
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64261
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17485
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1752
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1142
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43257
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18826
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96708
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68243
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97963
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489148
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69245
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90832
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137854
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382458
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643504
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922713
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222017
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599896
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0474
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56011
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13929
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78757
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9665
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22464
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28182
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24725
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68316
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45435
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18125
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90541
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07055
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496166
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717101
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934487
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165693
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412084
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675164
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956585
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26163
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676268
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13134
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65038
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24007
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97338
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47715
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27446
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39042
·(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46614
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94073
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70796
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39521
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13539
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493318
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742131
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961049
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193985
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442205
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707297
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990982
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332546
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753944
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21682
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74224
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34273
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26038
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14001
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3244
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50105
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69068
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20555
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91355
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61997
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38837
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490426
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76757
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988076
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222698
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472815
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740005
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025937
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404576
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832966
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3038
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83566
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44725
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56012
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28842
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3744
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61376
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94178
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4556
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16893
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90078
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69107
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487388
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773253
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015477
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25187
¸(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503922
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77322
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080327
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477821
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913301
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39235
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93075
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62163
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87345
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33152
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45377
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86582
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28703
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68135
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43898
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19136
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00467
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484285
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769896
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043325
(420.69, 14.28, 318.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28149
