¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29288
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027358
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237803
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459895
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703338
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96693
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247613
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567222
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917556
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285412
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708739
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171917
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697957
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21518
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81285
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38525
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42823
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07147
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40922
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.36131
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.33487
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.08725
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 21.29984
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.26913
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.05064
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.04049
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.19957
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646746
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829324
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025033
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235302
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456213
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699359
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962617
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243498
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56017
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909814
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275255
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697487
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160347
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.683039
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20788
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81484
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35104
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38875
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88162
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37658
¾(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.16603
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.14802
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.92229
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 21.11873
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.20251
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.98351
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.97339
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.12909
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644775
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827215
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02277
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232869
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452611
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695466
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958396
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239663
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553209
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90217
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265944
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686375
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148954
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668302
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20093
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81406
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35102
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29731
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69475
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34395
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47567
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.72561
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.75054
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.95687
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.13986
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.92019
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.91009
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.06242
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.642856
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825161
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020567
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2305
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449083
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691654
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954264
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235962
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546336
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894626
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259947
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675401
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137736
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.653741
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19432
Á(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78952
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35445
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16263
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51083
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31129
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42492
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.55255
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.58442
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.80181
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.08113
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.86061
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.85054
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.99951
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640991
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823165
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018426
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228199
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445634
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687926
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950224
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232396
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539556
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887182
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25413
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664565
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126695
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639363
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18807
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76528
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35851
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03024
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32986
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27864
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38379
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.38538
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.42378
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.65146
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.02627
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.80474
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.79469
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.94032
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63918
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821227
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016346
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225962
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443239
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684282
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946274
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228967
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532866
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879839
»(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248497
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65387
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115829
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625166
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18216
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74369
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36318
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99288
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22731
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24603
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34266
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.2239
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.26842
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.50569
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.97524
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.75253
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.7425
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.88478
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637421
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819345
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014328
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223792
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441742
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680721
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942416
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225673
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526269
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872599
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243043
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643316
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105143
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.611149
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1766
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73748
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36848
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96128
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18378
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2134
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30163
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.06793
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.1182
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.36437
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.928
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.70393
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.69393
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.83286
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635717
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817521
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012372
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221688
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440367
¾(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677245
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938648
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222475
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519764
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86546
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237771
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632903
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.094632
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599071
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17138
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73166
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3744
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96784
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12621
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18083
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26058
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 21.1353
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.05392
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.22739
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.88451
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.65892
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.64894
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.78453
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634067
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815754
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010477
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219651
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439115
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673853
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934973
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218478
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515049
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858425
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.232681
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62263
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083242
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587533
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16106
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72623
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38095
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97511
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96909
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19442
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21961
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.98095
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.92623
(341.68, 6.99, 311.91) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.48897
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.84833
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.6199
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.60749
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.73974
£(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632471
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814046
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008645
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217681
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437984
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670546
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93139
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214584
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511914
