¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001194
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346999
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556724
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781791
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028656
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295424
±(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574926
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858172
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164663
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49737
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859736
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255816
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690484
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1264
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77838
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44837
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20063
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79214
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96366
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146605
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342107
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551456
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777654
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024332
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29079
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576993
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860391
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167077
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500009
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862572
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25892
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6616
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990793
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61948
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34018
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1678
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788228
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959506
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142199
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337332
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546381
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773818
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020184
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28629
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574522
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86289
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169791
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502937
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865774
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262428
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624735
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951283
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46549
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16444
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96534
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78443
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955452
º(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137859
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332754
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54164
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770121
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016172
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281968
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569829
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865669
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172771
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506207
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869328
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266345
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588856
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912831
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3162
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99439
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76991
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780763
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951535
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133665
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328313
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538344
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766541
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012337
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277822
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565336
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868731
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176121
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50983
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873272
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254023
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553945
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875467
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22099
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82984
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58122
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777185
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947757
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129636
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323967
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535151
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763119
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008654
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273849
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561039
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872077
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179762
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513733
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877569
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222301
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520026
¹(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839167
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18198
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67053
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39892
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773719
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944093
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12573
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320119
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532101
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759872
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005145
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270028
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556897
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868579
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183671
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517997
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882221
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191425
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487064
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803856
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14412
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51617
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22268
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77042
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940542
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121946
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317404
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529189
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756741
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001767
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266378
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552971
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864265
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187895
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522585
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88674
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161421
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455042
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769578
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10737
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47095
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05227
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767226
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937126
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118282
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314817
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526399
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753742
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99858
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262878
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549194
·(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860149
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192411
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527536
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859393
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132275
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423925
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736339
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07169
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43263
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88743
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764121
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933842
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11508
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312357
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523746
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750916
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995481
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259606
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545609
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856271
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194915
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532795
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832869
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104017
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393763
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704039
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0371
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39542
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78195
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761138
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930685
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112888
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310004
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52127
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748223
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99259
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256462
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542193
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85259
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190867
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538404
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807095
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076571
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364479
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67277
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00355
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35937
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74312
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758278
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927639
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110833
¹(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307793
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51889
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745659
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989845
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253504
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538988
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849081
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187063
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530913
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782122
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049988
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3361
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642411
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975842
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33602
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72483
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755373
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924838
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108889
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305726
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516667
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743263
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987247
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250669
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536333
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846988
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185613
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537472
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793777
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067385
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359995
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673601
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01051
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3733
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76506
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750267
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923111
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107041
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304233
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515644
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742727
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987321
(433.29, 12.31, 340.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251425
