¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(430.46, 10.88, 352.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0315
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080068
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838887
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79333
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22072
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56762
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91353
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.626996
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.766966
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.916424
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.07634
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247819
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446114
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6572
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886222
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718032
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077518
ş(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478856
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067635
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833114
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780716
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22146
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61465
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92684
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.630941
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.771172
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.920917
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.08115
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.252978
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449549
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66092
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390669
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714121
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073192
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474009
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054524
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826645
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766606
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22049
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65872
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95703
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66524
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.634971
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.775467
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.925506
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.086062
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.25825
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.453062
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119218
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387139
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710186
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068827
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469096
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04082
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8195
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750957
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21781
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69985
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98248
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16626
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.639084
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.779854
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.930192
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.091079
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263633
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456651
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124195
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391309
”(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706238
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064394
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464144
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026428
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811643
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733812
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21336
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73791
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16625
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83675
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.643281
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.784329
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934973
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.096198
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269126
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883968
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129207
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396795
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702169
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059882
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459106
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011417
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799325
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715166
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2072
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77285
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3492
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60429
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.647562
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.788894
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.93985
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.10142
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675688
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888622
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134269
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402318
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698091
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055346
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453995
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995753
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780396
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695108
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18409
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87222
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53006
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23528
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.651926
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.793547
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.944823
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494185
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68069
 (430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89326
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139368
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407884
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701996
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050707
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448851
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979515
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76078
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677481
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15539
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01394
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66928
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98982
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.656374
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.79829
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.949892
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498997
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685871
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897985
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144492
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41349
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708139
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046033
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443588
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962657
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740404
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664642
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12481
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1545
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79266
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04337
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660904
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803123
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32936
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503926
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691141
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902727
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149648
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41914
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714315
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041299
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438284
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945226
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719362
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65101
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1363
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29373
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91481
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07554
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665185
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1707
³(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334071
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50894
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696554
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907495
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154831
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424799
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720572
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046017
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432941
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927214
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6976
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63542
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18426
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43141
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03562
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04366
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.670913
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1752
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338871
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514076
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702053
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912279
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16005
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430507
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726867
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052918
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427528
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908608
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675159
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608925
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23013
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56734
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15497
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01002
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026268
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179754
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343761
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519296
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707677
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917116
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165319
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436258
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733157
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059893
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422023
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889471
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652055
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639765
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27387
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70133
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16973
·(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97471
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.030654
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.184439
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348738
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524635
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713416
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921972
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170629
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44205
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739508
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066892
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428829
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869769
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628311
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669538
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31533
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83323
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13324
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93773
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0353
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189217
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.353839
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530134
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71927
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926857
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175939
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447855
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745889
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073917
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436656
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853121
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644488
(430.51, 10.89, 352.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698185
