¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (436.74, 14.24, 303.20) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 2.648954
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446579
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784943
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174515
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560825
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889733
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260637
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793001
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00241
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22255
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47533
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7536
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04882
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20145
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35652
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51771
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68526
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91087
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25382
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53817
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.841
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41794
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8355
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14929
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47984
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3167
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438761
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780543
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169642
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55779
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886431
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242767
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752111
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983598
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20433
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46668
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74448
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03915
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19809
¹(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35303
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51413
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68159
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85578
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12373
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43605
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76798
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33806
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79658
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10854
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43715
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00381
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430673
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775791
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16435
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554781
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883162
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23925
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700933
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965607
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19683
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45875
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73613
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0303
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19601
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35088
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51186
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67926
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85336
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03458
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33696
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69687
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26039
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75957
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06979
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39655
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74108
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422328
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770642
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158653
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551798
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879948
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235737
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649802
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948368
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19003
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45158
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72853
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02224
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1951
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34995
¶(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5109
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6783
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85239
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03353
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22223
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62766
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18482
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72447
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03304
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35804
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70067
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4139
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765094
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152546
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548836
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876764
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232244
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618898
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936893
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1839
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44515
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72172
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01502
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19544
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35032
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51131
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67868
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85278
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03397
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22264
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56026
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11126
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69119
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99824
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32157
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6624
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408542
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759247
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14607
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545919
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873567
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228836
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615175
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931749
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17848
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43937
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71563
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00861
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19704
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35199
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51299
³(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68041
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8546
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03586
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3288
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53313
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03973
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6366
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96539
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28713
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6263
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40287
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753009
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139154
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543039
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87044
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225424
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611467
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927472
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17374
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43436
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71035
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00301
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19986
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35491
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51601
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68352
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85781
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05482
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4108
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61417
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97014
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56048
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9344
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25468
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41316
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396927
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746425
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131882
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540178
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867356
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222065
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60779
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955131
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16965
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43007
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7058
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99821
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20395
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35911
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52032
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68799
¶(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86241
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19848
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49171
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6979
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91299
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48644
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90536
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22425
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73406
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390601
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73946
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124163
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537332
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864317
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218742
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659998
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983719
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1736
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4265
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70202
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99421
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20926
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36458
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52599
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69381
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93332
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34678
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57524
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78433
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00251
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41451
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87814
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19577
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07045
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383988
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73216
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116094
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534557
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861312
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215466
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723919
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01334
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20448
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42364
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.699
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99102
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21584
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37135
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53295
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70099
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07593
º(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45798
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66143
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87358
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09494
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34464
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85283
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56096
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4234
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377487
(436.52, 14.28, 304.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724534
