¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.91286
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.573091
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.547495
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.523323
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.500552
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.479165
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.459144
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.440475
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.423143
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.407134
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.392434
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.379037
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.752324
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57086
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.61344
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.60149
ú(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.59292
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.58773
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.58591
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.58746
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.59239
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297096
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510101
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739058
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985757
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25236
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539238
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843102
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173807
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.52304
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.49358
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.465583
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.439024
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.413885
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.390143
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.367781
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.346779
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.327122
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.308795
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.291784
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.276075
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.261655
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.248516
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.732156
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31691
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.68468
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.67161
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.66194
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.65566
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.65276
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.65324
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.6571
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296625
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509595
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738497
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98517
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25171
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537784
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841541
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172064
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.50823
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.482681
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.458544
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.435799
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.414429
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.394416
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.375746
ú(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.358404
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.342375
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.327648
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.314213
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.302058
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.291174
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.281551
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.712218
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57373
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.87592
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.85931
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.84613
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.83638
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.83004
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.82865
(381.98, 13.85, 258.46) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 22.83123
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296175
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509093
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737972
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984593
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25108
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536362
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170408
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5312
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.568063
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.543687
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.520717
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.499135
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.478926
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.460071
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.442558
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.426372
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.411503
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.397935
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.385661
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.374671
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.364958
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.69251
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69565
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.26137
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.16779
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.15487
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.14556
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.13987
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.55911
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295732
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50865
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737458
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984066
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250505
ï(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53505
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838551
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168824
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529511
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.656485
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.631861
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.60866
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.586859
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.566445
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.547401
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.52971
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.513361
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.498343
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.48464
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.472243
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.461144
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.451336
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.673033
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82021
(381.98, 13.85, 258.46) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 24.58903
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295327
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508186
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736981
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983558
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249957
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53376
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837169
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167334
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527839
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.748065
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.723186
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.699742
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.677717
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.657092
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.637851
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.619977
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.603461
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.588287
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.574442
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.56192
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.55071
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.540799
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.653789
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94748
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294947
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507792
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736547
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983067
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249439
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53255
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835885
ë(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165923
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526288
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.842937
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.817795
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.7941
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.771841
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.750998
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.731552
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.713491
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.6968
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.681465
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.667476
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.654821
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.643494
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.63348
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.634776
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11263
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294583
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507378
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736131
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982627
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24896
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531454
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834638
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164545
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524811
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91975
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.915822
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.89187
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.869369
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.848298
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.828642
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.810383
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.793511
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.778011
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.763871
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.751082
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.739633
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.729513
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.720717
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33624
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294229
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507037
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735764
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982187
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248516
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530344
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833457
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163285
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523419
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918199
ó(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.017414
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.993197
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.970444
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.949138
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.929262
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.910802
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.893743
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.878071
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.863776
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.850845
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.83927
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.829039
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.820151
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5651
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293918
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506681
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735355
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981828
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24808
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529355
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832414
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162119
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522118
(381.98, 13.85, 258.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916799
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.122724
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.098228
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.075214
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.053664
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.033563
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.014893
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.997641
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.981791
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.967333
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.954257
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.942552
(381.98, 13.85, 258.46) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.932208
