¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906129
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55582
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788041
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026994
³(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284556
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497993
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694401
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902565
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123539
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358499
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686625
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047405
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.127361
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.106637
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.263103
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.891238
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.814476
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.80151
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.789749
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.779184
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.769803
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.761604
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.754577
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.369179
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407467
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568349
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740009
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92352
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120046
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331057
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5582
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784282
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022984
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280223
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496963
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693297
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901401
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122293
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378607
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712499
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075544
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.089705
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.069088
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.049912
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.351434
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.9735
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.856934
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.841741
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.827771
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.815016
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.803465
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.79311
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.509348
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409145
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570126
£(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741926
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925534
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12226
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333426
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558931
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780737
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019167
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276122
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49646
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692782
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900856
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12176
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403169
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739114
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104485
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675315
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.179035
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.014121
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.87058
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.445999
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.163728
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.147614
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.132773
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.119199
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.106877
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.095798
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.655515
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410893
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572053
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743936
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927722
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124563
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335917
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555859
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777468
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01563
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27234
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496574
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692861
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900961
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121858
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428398
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766479
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134236
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720908
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25584
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.29226
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.222295
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.200855
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.546931
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.479642
–(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.463832
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.449338
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.436152
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.424261
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.808039
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412818
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574048
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746091
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930002
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127014
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338555
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55302
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774411
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012372
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268786
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497189
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69355
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901661
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140569
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454302
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794579
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164817
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765891
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25561
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79875
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35671
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12516
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09261
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74538
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49293
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22954
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.794681
(338.16, 7.47, 336.09) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.781875
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414751
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576156
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748336
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932429
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129618
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341325
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550421
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771623
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009359
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265547
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498363
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694776
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902952
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165162
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480926
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823457
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196208
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766329
‚(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25609
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79928
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36085
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19891
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16756
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79789
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60401
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26513
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416874
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57839
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750703
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93492
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132307
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341887
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548028
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769045
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006624
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262599
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500093
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69662
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904902
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190434
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508253
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853065
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22846
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76739
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25729
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8006
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42156
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24335
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20993
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83451
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71229
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30266
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419026
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580687
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753191
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937583
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135178
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339848
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54587
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766735
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004135
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259899
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502389
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699028
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920633
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216337
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536268
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88346
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261591
‚(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769132
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25917
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80367
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45206
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2673
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25313
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87057
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8176
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34207
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421338
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583159
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755792
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940374
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13817
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338034
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543911
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764659
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001884
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257475
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50525
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702007
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94527
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242852
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564979
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914638
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295517
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771474
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26713
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82315
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47372
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29219
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29711
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90759
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9198
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3835
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423741
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.585696
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758516
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943304
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141254
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336421
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542185
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762793
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999906
(338.16, 7.47, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255336
