¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05849
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5951
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728073
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16482
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627005
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12112
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67043
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2843
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88673
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55915
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29628
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02332
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8475
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66934
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57002
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48114
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38993
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34023
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30506
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30578
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27245
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54656
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707786
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142324
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60297
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09447
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64069
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25302
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85206
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52028
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25672
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98552
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80505
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63259
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52947
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44004
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34437
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2933
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26216
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26228
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23401
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49941
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687062
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119431
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57864
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06749
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61058
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22457
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82299
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48482
€(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94772
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76257
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59667
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48922
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39972
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29964
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24764
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22046
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22047
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19734
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45367
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666018
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096139
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554021
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04016
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5801
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19557
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79381
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45219
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18617
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90996
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72011
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56089
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44921
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36015
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25575
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20454
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17999
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18041
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16242
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39674
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95707
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64459
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072435
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529067
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01253
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54931
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16603
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76443
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41934
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15232
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8722
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67773
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51752
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40335
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.318
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21131
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.169
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14069
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14844
ƒ(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12928
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31861
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79474
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622857
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048377
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503836
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984567
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51816
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.136
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73484
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38625
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11629
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83444
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63536
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47446
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35513
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27192
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16022
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12653
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09574
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11064
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.091
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24686
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67031
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600728
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023925
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478374
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956334
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4867
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10542
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70505
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35295
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07887
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79675
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59305
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43178
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30734
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22662
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11002
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0845
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04928
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06596
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04203
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19797
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6046
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578279
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999103
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452587
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927789
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45904
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07439
„(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67505
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31944
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04116
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75906
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55079
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38936
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25989
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18217
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06077
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04362
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00404
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02299
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9949
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1508
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53993
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555505
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973929
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42658
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898977
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43104
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04288
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64488
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28573
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00329
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72144
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50858
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34732
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2128
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13851
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01437
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00383
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96006
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98165
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95385
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10532
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4774
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532428
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948423
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400289
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869862
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4026
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01092
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61452
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25187
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96521
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68385
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46646
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30559
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16613
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09564
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97399
ˆ(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96517
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91735
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94201
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91867
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06155
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41699
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509069
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922609
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373788
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84052
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37376
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97849
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58403
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21781
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92699
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64633
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42438
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26421
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11986
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05356
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93439
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92761
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87586
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90399
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8852
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01948
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35866
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485358
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896446
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347012
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810908
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34455
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94565
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55337
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18357
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88851
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60887
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38243
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22317
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07396
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01231
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89551
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89117
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83558
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86757
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85337
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97783
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30242
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461435
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870011
