¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.87629
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44144
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00236
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63133
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36121
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86257
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40779
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99624
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2725
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.88886
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.86517
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 18.00176
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 22.07139
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 22.04437
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 22.02071
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 22.00038
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.98336
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.96965
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.95923
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017032
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216211
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430028
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660095
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908317
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17685
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468286
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785583
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132349
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505255
®(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917715
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373654
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880305
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43004
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98968
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61459
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35022
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85792
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39779
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98531
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23105
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.63731
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.64648
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.77954
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.67874
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.65244
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.62944
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.6097
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.59322
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.57999
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.56999
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012596
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211448
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424901
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654572
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902363
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170416
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461271
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777995
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124004
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496197
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903971
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358458
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863368
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41893
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97732
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60078
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30343
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85129
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38889
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97561
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98018
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.39553
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.4355
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.56519
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.30289
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.27727
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.25488
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.23572
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.21974
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.20696
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.19735
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008194
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206748
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419832
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64912
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896512
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164034
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454372
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770435
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115711
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488873
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891026
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343393
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846617
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40819
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96536
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58738
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28615
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8441
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38108
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96708
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73638
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.19666
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.23191
(324.84, 7.57, 372.28) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.48988
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.94298
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.91801
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.89621
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.87757
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.86208
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.84972
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.84048
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003846
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202084
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41483
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643733
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890648
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157748
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447503
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762943
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107578
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481663
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883067
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328538
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830042
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39015
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95375
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57436
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20473
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79868
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37436
­(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95979
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.41326
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.39
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.36895
(324.84, 7.57, 372.28) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 15.07233
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.59807
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.57371
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.55247
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.53433
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.51929
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.50732
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.49843
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999516
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197469
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409883
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638407
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884897
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151483
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440741
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755554
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099482
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474599
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875301
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31724
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813655
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37182
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94245
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56177
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1244
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7155
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3495
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95363
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.32701
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.30853
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.29223
(324.84, 7.57, 372.28) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 15.02406
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.26732
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.24354
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.22282
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.20517
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.19055
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.17901
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.17045
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995317
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192911
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404988
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63313
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879206
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14532
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434045
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748265
­(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091484
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467627
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867662
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308804
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79767
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35372
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93154
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51283
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04579
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6325
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2598
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94871
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.41083
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.39224
(324.84, 7.57, 372.28) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 14.37583
(324.84, 7.57, 372.28) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 15.11908
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.95001
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.92677
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.90656
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.88935
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.87514
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.86391
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.85565
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991057
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188386
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400131
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627913
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873548
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139228
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427425
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74106
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083585
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459158
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860146
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300503
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788472
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33582
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92102
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44275
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96894
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54786
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17226
(324.84, 7.57, 372.28) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 13.49538
(324.84, 7.57, 372.28) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 13.47326
(324.84, 7.57, 372.28) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 13.45323
(324.84, 7.57, 372.28) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 14.70513
(324.84, 7.57, 372.28) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 14.93007
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.64533
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.62261
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.60288
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.5861
¤(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.57227
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.56137
(324.84, 7.57, 372.28) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.55341
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986925
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183956
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395362
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622766
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868022
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133206
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420854
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733898
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075792
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450588
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852801
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292388
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779453
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32201
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89961
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37415
(324.84, 7.57, 372.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89379
