¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16809
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376764
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599978
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840418
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100161
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381541
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651739
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764754
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836018
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936108
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045912
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160101
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278786
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40225
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53076
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664562
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80399
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955211
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133909
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321291
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517931
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724572
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43187
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72097
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19325
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48296
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84732
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80375
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90087
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10773
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32183
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56415
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37622
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599379
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839813
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09949
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380829
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623557
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758725
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829897
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903532
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99563
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1082
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225245
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346966
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473632
ô(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605526
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742905
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886053
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055334
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239351
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432375
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635149
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31707
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58813
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0105
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36035
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59022
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88546
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9173
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12444
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33883
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56083
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375671
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598849
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839192
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098831
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380091
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596006
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75359
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824595
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898122
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974273
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057796
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173256
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293276
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418196
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548203
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683626
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824724
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979128
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159861
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349453
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548508
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21264
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44685
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85614
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39062
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33119
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51769
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93707
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14458
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3594
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58178
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375161
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598252
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838575
ı(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098144
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379367
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569083
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749277
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820188
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893624
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969668
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048388
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129894
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241187
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364374
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492586
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626099
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765215
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910273
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082761
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269031
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464533
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1165
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30924
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70599
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42263
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08149
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.16517
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96031
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16824
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38349
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60632
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374629
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597638
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837918
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097462
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368762
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542798
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726467
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816676
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890041
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965967
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044616
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126053
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210377
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31214
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43862
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570335
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707499
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850533
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008002
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191048
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38314
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02258
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17526
ö(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55991
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46365
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84067
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82705
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98694
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19537
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41114
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63451
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374063
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597077
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837304
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096774
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344365
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517133
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699449
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814016
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887327
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963195
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041796
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123139
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207373
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294682
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386286
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516219
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651562
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792612
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939693
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115469
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304275
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930752
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04479
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41781
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51995
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6083
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5025
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01706
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22602
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44236
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70454
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373517
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596491
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836644
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096086
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320524
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492085
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673069
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812225
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885484
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961341
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039881
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121181
ó(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205376
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292631
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382987
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476625
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597308
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736513
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881587
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042175
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2278
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840999
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91767
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27949
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57877
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38398
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17725
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05061
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26023
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51736
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80359
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372936
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59587
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83601
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095382
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297283
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467642
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647333
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811303
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884538
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960339
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038863
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120155
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204329
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291571
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381903
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475519
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572528
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682119
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825298
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974662
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153712
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753283
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79381
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14486
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64014
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16734
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86376
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08772
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34005
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61841
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9071
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372398
ÿ(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595247
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83536
(347.91, 7.15, 358.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094654
