¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81992
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41718
(432.54, 14.47, 319.54) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 12.32936
(432.54, 14.47, 319.54) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 12.33051
(432.54, 14.47, 319.54) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 12.3335
(432.54, 14.47, 319.54) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 12.33832
(432.54, 14.47, 319.54) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 12.345
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.25146
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430072
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736994
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071257
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838873
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282875
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803849
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37223
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00191
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71484
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43038
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1442
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97149
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.44441
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.3384
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.31775
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.29929
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423115
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729087
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062601
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427513
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828403
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273211
É(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792973
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3626
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.991
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70247
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42884
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13217
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96587
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.4993
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.38875
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.36806
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.34957
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415668
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720979
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053739
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417789
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817722
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263142
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781742
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35258
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97973
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68962
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41811
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12015
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95992
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.55693
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.4416
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.42087
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.40235
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408072
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7127
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04472
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407913
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806818
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25276
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770117
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3422
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96803
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67222
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40735
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10813
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95368
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.61734
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.497
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.47622
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.45767
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400366
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704293
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035514
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397815
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795693
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242048
Å(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758104
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33148
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95594
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64679
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3966
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09611
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94709
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.68059
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.55497
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.53416
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.51557
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392457
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695674
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026135
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387501
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784354
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231003
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745761
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32041
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94347
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62106
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38589
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08409
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94022
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85682
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.61558
(432.54, 14.47, 319.54) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 14.59472
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91999
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384418
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686919
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016562
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377035
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7728
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219637
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733048
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30863
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92272
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59511
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35768
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07209
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93309
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8709
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64141
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26081
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86239
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376197
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678013
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006836
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366364
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761074
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207957
Ï(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71998
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29393
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89952
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56891
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32781
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06008
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92561
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86138
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5896
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17994
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80253
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00629
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.48243
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.45893
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36788
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668951
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996923
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355494
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749113
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195908
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706535
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27827
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87608
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54242
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29764
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0481
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91786
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81526
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53875
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09432
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74047
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.2737
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.22489
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.17945
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.13735
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.09857
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.06306
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.0308
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 21.00177
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.97596
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.95333
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359425
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659717
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986821
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344461
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736943
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183613
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692775
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25824
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85242
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51568
î(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26723
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03614
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90977
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77686
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48888
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.53188
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.49683
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.46397
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.73697
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.69287
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.65204
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.61444
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.58004
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.54882
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.52075
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.49582
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.474
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350777
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650348
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976604
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333236
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724594
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170978
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678616
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23789
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82855
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48872
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23656
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02419
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89856
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.30385
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.27328
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.25113
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.23104
(432.54, 14.47, 319.54) (445.99, 7.42, 296.81) (0.61, 0.87, 0.61) Tools 13.21297
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.27395
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.23112
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.19147
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.15499
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.12163
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.09138
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.06421
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.0401
(432.54, 14.47, 319.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.01903
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342011
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640797
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966189
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321809
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712052
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158048
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663155
ù(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21723
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80446
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46153
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20565
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01225
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.68617
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.64769
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.61133
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.57704
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.54481
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.57773
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.19727
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.1703
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.15786
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.14815
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.14116
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.13688
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.11429
