¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜ (441.93, 14.52, 257.48) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 7.057186
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15096
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87865
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.705
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63886
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6915
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91389
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.361
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08881
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.07489
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.30819
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212381
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431417
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667497
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91269
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187116
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487888
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808176
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167837
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561152
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.992074
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45789
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968749
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53572
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18126
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91254
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74434
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68138
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73987
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97076
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4288
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1649
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16237
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40668
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220016
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439637
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676367
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922688
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198114
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499871
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821735
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182725
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577657
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.010346
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.478358
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.992141
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56262
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21176
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94668
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.784
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72433
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78878
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02829
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49744
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2421
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24822
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.50706
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227659
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447867
Ÿ(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685249
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932737
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209131
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511874
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835319
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197642
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594216
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02868
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.498992
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01568
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5897
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24246
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98109
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82397
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76773
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83823
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0865
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56693
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3204
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.33168
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60937
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235309
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456101
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694141
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942837
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22016
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523895
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848926
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212589
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610827
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047073
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519959
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03938
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61696
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27318
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01574
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86426
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81156
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88823
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14537
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63728
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.66337
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68104
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.71362
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242963
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464345
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703039
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952986
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231204
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535933
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862554
Õ(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227562
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62749
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065532
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541338
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06322
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64441
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30383
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05065
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90486
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85582
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82885
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17045
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7636
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.05217
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60636
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250621
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472592
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711946
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963185
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242258
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547983
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876202
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242558
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644202
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084043
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.56284
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08721
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67203
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33469
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08581
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73542
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73022
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88296
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23428
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83994
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.03175
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.00784
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 17.98667
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 17.96823
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258283
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480843
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720856
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973427
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253321
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560048
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889867
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257575
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660958
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102608
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584467
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11134
÷(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69982
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36575
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8839
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77614
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7772
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9377
(442.11, 14.45, 257.77) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 15.59726
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91724
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 18.62226
(442.11, 14.45, 257.77) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 19.0237
(442.11, 14.45, 257.77) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 19.76086
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265944
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489096
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72977
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983718
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264394
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572121
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903547
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272611
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677757
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121225
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606213
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13561
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72779
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11412
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92224
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81726
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82462
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.07832
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.1156
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.1552
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.19714
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.24146
(442.11, 14.45, 257.77) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 15.69627
(442.11, 14.45, 257.77) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 19.98601
(442.11, 14.45, 257.77) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 20.69222
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273607
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497352
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738686
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994053
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275472
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584204
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91724
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287664
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6946
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139891
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.628079
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16003
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75592
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14792
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96082
‘(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85879
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87252
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.89704
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.93307
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.97137
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.01198
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 14.05493
(442.11, 14.45, 257.77) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 22.79945
(442.11, 14.45, 257.77) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 22.84052
(442.11, 14.45, 257.77) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 22.88515
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281269
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505606
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747603
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00443
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286555
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596293
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930943
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302732
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711477
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158605
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650062
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18457
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46268
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18196
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99966
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9007
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.68968
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.7223
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.75713
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.79421
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.83355
(442.11, 14.45, 257.77) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 13.8752
(442.11, 14.45, 257.77) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.01549
(442.11, 14.45, 257.77) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.05754
(442.11, 14.45, 257.77) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 23.1032
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28893
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513859
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75652
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014851
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297641
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608387
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944655
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317814
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728395
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.177362
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.672155
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.852
(442.11, 14.45, 257.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49293
