¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(326.51, 7.70, 373.53) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 4.929384
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5806
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04473
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.21102
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.1938
—(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.17858
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 14.09588
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96814
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560119
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741983
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937107
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146918
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373055
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617504
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882528
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170763
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48538
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830072
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209347
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572393
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852477
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152848
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475836
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823965
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20022
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60809
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11175
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.30992
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.29257
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.27724
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 14.02828
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84261
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553185
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734615
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929166
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138342
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36381
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607509
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871665
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158976
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472467
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815936
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191631
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573799
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87206
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173871
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498415
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848285
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22649
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63657
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18038
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26864
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.39484
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.37941
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96705
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71922
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546335
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727258
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921302
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129876
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354666
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597589
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860938
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147264
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459675
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801866
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170403
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55046
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892328
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195604
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521736
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873425
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25369
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6861
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25058
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02757
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.50073
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.48518
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87338
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59791
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539567
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720005
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913493
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121476
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3456
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587826
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850283
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135662
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447019
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788006
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149437
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527502
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913269
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218043
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545898
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899438
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28178
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75076
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32241
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79227
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.61036
(326.96, 7.72, 373.53) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.59469
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78119
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47866
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532815
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712777
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905775
ˆ(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113137
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336648
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578091
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83977
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124211
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434472
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774263
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128809
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50485
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918721
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241211
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570782
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926254
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31079
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81688
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39587
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56262
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89954
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59179
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69045
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36147
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526158
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705629
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898066
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104917
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327744
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568479
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829344
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112856
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422075
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760653
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108489
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482516
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894135
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2651
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596487
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953966
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35642
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88444
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47103
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33854
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8414
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52056
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60117
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24629
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.61389
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.57351
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.53679
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.81117
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.78001
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51955
‰(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698579
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890502
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09675
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318948
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558966
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81903
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101621
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409812
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747188
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088424
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460494
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869871
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289746
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622999
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982531
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41884
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95352
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54791
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21243
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7841
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45041
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51331
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1331
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.1112
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.07223
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.03683
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.9834
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.25477
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.22853
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51299
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691559
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882975
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088676
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310233
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549549
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808789
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090499
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397669
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730737
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068687
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438873
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846004
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295866
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650274
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01198
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48258
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02416
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62656
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30055
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72763
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38133
œ(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42689
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02186
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.04149
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.76523
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.82965
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.10355
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.7548
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.72962
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.70802
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506535
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684655
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875552
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080661
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301616
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540203
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798679
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079479
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385627
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712932
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04924
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417504
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822508
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269873
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678364
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0522
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54768
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09634
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70506
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27853
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66523
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3133
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34185
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91256
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.63179
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 22.57615
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.5244
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.49642
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.25425
(326.96, 7.72, 373.53) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 23.23358
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.500104
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677751
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868181
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072774
(326.96, 7.72, 373.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293093
