¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05661
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96697
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62048
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2713
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99888
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00473
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1776
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575761
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817392
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078558
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361682
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669559
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00562
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373755
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778742
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229218
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74587
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32543
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98003
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64996
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30429
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02226
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97246
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43621
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581158
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82324
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084882
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368571
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67707
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013807
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382746
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788687
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238213
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755953
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3368
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99291
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67979
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33762
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04606
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93933
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65491
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586549
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829035
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091216
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375383
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684533
½(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021948
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391712
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798559
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248323
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765898
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34798
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00561
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70992
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36426
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07022
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90535
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61199
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591916
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834813
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097458
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382176
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691935
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030076
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400598
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808363
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259182
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775684
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35902
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01814
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74041
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38615
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09479
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89162
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55917
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597217
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840557
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103634
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388931
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699276
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038107
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409408
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818088
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269953
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785334
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36988
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03043
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77122
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40843
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11974
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91975
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46522
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602473
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846241
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109796
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395608
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706555
²(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046075
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418178
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827758
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280688
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794815
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38058
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04258
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79669
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43106
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1451
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94833
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37191
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607683
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851881
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115921
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402267
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713798
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426897
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83738
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29133
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8042
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39109
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05453
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81031
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46886
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17084
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9774
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27921
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612879
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857471
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121955
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40883
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720974
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061837
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435509
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846878
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301895
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813368
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40148
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06628
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82378
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50927
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21607
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00964
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18719
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617991
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86302
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127972
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415353
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728063
±(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069637
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444067
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856305
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312365
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822412
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41164
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07782
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.837
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5503
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2619
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06129
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10839
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66805
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623098
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868509
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133943
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421809
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735137
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077345
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452547
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865681
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322746
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831294
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4216
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08919
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84999
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5918
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3084
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10879
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10986
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5624
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625466
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872541
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139817
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42823
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742134
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085003
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46094
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874978
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333042
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84253
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43146
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10033
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86276
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63391
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35551
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14692
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11105
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56384
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62739
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874614
¸(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142062
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43237
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74906
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092575
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469267
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884152
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343247
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85392
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44108
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11126
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8753
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67653
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40332
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18562
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11201
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56499
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629235
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876588
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144242
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435316
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755919
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100086
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477567
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893278
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353333
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865193
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45054
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12197
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88756
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71974
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44961
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22506
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11271
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58514
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631006
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878504
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146321
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439847
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762718
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107527
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485722
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902294
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363382
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876371
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45978
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1325
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89959
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76349
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48533
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26511
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14298
¸(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62595
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632727
(381.48, 11.68, 325.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880383
