¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö (381.46, 10.65, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04882
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.517357
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.734912
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.971254
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.23599
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.529817
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.853777
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.212693
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.633142
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.109543
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.668239
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.344067
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.0679
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03557
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41893
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41354
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42729
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.62172
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.510921
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.647484
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.793312
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.950236
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.122417
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.307828
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.508017
é (381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.724786
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960244
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.224618
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.517315
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.839967
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.197875
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.618819
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.093342
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.657304
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.331339
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03603
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9777
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34696
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3132
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27984
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55978
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.504972
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.641142
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.786537
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.942875
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.114504
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.299301
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.498804
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.714801
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.949387
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.213384
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.504963
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.826327
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.185245
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.604635
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.077301
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.646412
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.308077
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00455
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92018
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27548
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21346
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55614
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.49972
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.499113
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.634896
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.779866
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.935612
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.106699
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.29089
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.489716
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704955
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.938679
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.202281
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.492759
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.812851
× (381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.172734
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.590588
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.061419
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.635564
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.281197
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.973444
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86303
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20448
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11434
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32975
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44154
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72563
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.493347
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.62875
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.773303
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.928448
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.099
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.282596
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.480755
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.695245
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.928127
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.191312
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.480707
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.799545
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.160346
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.576683
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.046948
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.624758
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.254638
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.942724
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80624
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13397
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00801
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16808
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.3852
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.90321
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.487672
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.622703
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.766844
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.921383
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.091408
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.274418
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.471923
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.685675
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917724
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.180479
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.468803
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.786407
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.148079
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.562915
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.037601
İ (381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.614002
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.228394
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.912384
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74983
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06396
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.898
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04262
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33069
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.48209
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.616753
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.760493
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.914417
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.083926
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.266357
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.463217
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.676244
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.907827
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.169782
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.457051
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.773439
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.135935
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.549291
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.028292
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.603287
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.202467
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.882425
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6938
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99447
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78875
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91744
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.27801
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.4766
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.610903
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.754247
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.90755
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.076549
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.258413
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.454637
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.666953
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.898171
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.159218
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.445448
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.760639
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.123918
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.535808
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.019028
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.588873
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.176859
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.852846
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63806
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92549
á (381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68594
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79258
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22712
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.471202
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.605153
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.748107
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.900977
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.069281
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.250586
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.446187
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.657801
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.888638
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.148793
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.433999
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.748008
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.112022
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.522467
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.009805
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.56676
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.151567
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.823646
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.60397
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85702
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58807
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66808
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.17802
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465898
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.599502
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.742074
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.894523
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.062119
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242876
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.437863
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.648787
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.879229
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.138502
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422699
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.735546
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.100253
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.50927
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.000627
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.544913
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.126594
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.794822
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.57033
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78099
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49098
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54398
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.13069
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.460686
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.59395
ñ (381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.736148
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.888185
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.055068
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.235285
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.429667
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.639915
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.869942
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.128349
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.411552
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.723997
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.08861
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.496215
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.991488
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.523335
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.101934
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.766374
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53716
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70509
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3947
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36533
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08512
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.455567
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.588497
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.730329
(381.23, 10.57, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881962
