¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 15.51038
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2876
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55277
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8047
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88734
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56661
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56961
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9966
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44307
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89832
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874849
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57731
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54217
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64662
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69087
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75018
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25976
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88971
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9569
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10987
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44346
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60303
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85566
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53284
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25697
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90584
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32126
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74302
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81366
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477917
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41105
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5392
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56292
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63286
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1991
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76352
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82715
ˆ(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97686
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3206
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72578
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82564
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50088
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22282
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75913
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17609
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59254
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752141
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378641
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2909
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42836
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42624
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50528
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13598
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64822
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68307
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8591
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13706
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59993
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.767
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47066
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01058
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50283
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98389
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43016
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8761
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690365
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298082
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17121
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25918
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27773
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32945
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07548
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50787
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54299
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72516
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00124
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47473
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58048
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30722
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76562
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2468
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75233
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21853
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67702
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628435
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22691
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05207
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10806
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13115
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15619
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01757
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3691
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42873
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56143
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86637
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31034
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46788
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15192
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52805
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99859
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49279
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01236
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46363
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93498
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566339
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155625
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933574
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96297
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98642
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98554
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95461
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23193
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28085
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41744
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72627
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15361
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18693
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08343
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45864
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82885
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24131
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7492
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2567
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7197
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50407
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084229
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815772
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81908
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83392
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81747
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88616
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0921
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12416
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28762
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54229
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99824
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91416
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78656
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41117
›(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77973
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16408
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56526
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01661
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51099
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443483
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012825
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69873
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67649
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67242
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65205
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77118
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93367
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98453
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13592
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3926
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84426
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64928
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49856
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36638
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73336
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11604
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51547
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93254
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34774
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388586
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941429
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585903
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52603
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47878
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47489
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57775
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77753
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87413
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95827
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24437
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65919
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63122
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24279
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11974
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6897
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07086
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46857
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85841
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26041
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82658
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333528
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875029
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503574
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36726
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2895
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29793
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38709
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68688
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69441
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8235
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08698
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48702
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62563
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23683
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88871
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64877
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02755
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39477
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77751
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17665
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59315
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27829
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812143
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421445
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21161
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10451
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12431
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18088
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59212
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51766
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71187
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88759
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31682
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62154
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23249
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88412
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56602
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95513
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3199
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70004
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09645
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51004
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222942
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749161
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348819
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05909
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92367
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95281
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97915
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49967
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40411
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53695
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75916
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14861
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46866
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22978
—(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88123
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43158
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91424
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2658
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63189
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01969
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43055
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85947
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167453
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686125
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276554
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924746
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74693
(394.01, 14.69, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74079
