¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.433454
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.91665
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.911407
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.907495
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.904918
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.903669
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.90375
(331.35, 7.37, 367.39) (327.17, 2.56, 346.47) (2.10, 0.13, 2.78) Cabin 8.832786
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476824
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695888
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931324
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188289
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467205
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769759
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095684
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363256
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650478
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959436
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.244868
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.22121
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.19904
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.178345
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.159106
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.141309
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.124941
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.109988
Ã(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.096439
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.084286
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.073517
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.064125
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.056103
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.049442
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.044143
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.040198
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.037603
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.036361
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.036466
(331.35, 7.37, 367.39) (327.17, 2.56, 346.47) (2.10, 0.13, 2.78) Cabin 8.964465
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475987
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694953
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932591
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190587
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469638
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772435
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08796
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354998
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641614
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949924
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282522
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.361729
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.339248
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.318261
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.298754
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.280711
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.264117
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.248962
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.235231
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.222917
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.212008
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.202496
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.194375
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.187639
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.182282
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.1783
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.175693
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.174453
(331.35, 7.37, 367.39) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 9.174584
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.101507
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475193
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695404
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934703
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19282
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472049
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775094
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08054
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347054
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633081
Ï(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940778
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272647
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.508036
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.485229
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.463942
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.444157
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.425858
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.409031
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.393664
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.379745
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.367263
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.35621
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.346574
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.338352
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.331536
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.32612
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.322102
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.319478
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.318245
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.318403
(331.35, 7.37, 367.39) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 9.244157
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474862
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697389
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936817
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195094
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474542
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77775
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073482
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339464
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624947
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931986
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263159
(331.35, 7.37, 367.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62137
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.637303
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.615703
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.595628
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.577062
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.559993
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.544408
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.530293
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.517639
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.506434
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.496673
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.488345
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.481445
(331.35, 7.37, 367.39) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.475971
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.471916
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.469275
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.46805
(331.35, 7.37, 367.39) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 9.468239
(331.35, 7.37, 367.39) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 9.392825
î(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.554678
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.55431
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.571784
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.590082
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.609217
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.629206
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.650066
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.703196
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.794087
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.889305
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.400658
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.427188
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.470704
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.596829
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.728995
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.7368
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.91478
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.10045
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.62074
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.97616
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.86983
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.546915
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.548437
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.565842
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.584066
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.603128
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.623042
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.643825
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.699746
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.790491
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.885553
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.425407
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.452212
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.541015
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.670103
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.543242
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.50448
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.67432
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.94998
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.46101
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.95256
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.06167
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.31149
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.539854
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.543117
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.560459
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.578619
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.597614
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.617459
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.638171
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.696681
è(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.787296
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.88222
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.451196
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.487364
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.613515
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.745695
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.529811
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.28315
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.44542
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.80904
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 11.30644
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.98948
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.09745
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.34534
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.53349
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.538348
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.555632
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.573736
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.59267
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.612454
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.633103
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.694
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.784503
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.879306
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.478044
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.559115
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.688295
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.345881
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.517229
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.07208
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.22981
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.67242
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.05349
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.02898
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.13563
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.38123
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.527818
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.534126
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.551361
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.569412
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.588295
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.608025
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.628619
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.691705
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.78211
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.87681
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.506788
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.633097
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.765438
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.328138
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.505493
ì(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.870616
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.10828
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.53997
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.09565
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.07108
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.17624
(331.46, 7.37, 366.94) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 16.41918
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.522835
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.530451
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.547643
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.565648
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.584486
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.604168
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.624713
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.689792
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.780116
(331.46, 7.37, 366.94) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.87473
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.579989
(331.46, 7.37, 366.94) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.709397
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.263622
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.311555
(331.46, 7.37, 366.94) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.494597
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.678156
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 9.990289
(331.46, 7.37, 366.94) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 10.41152
