¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (379.83, 15.73, 278.23) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 10.15759
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0822
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53725
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06913
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61297
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19821
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85271
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57043
Ñ(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02831
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9274
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94361
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1012
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42465
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219098
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549438
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899913
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.269441
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673585
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08926
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55627
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08996
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62075
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20682
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86508
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5805
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04088
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94153
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95965
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11087
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43245
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85885
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227672
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562588
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904859
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28378
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680001
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09627
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57519
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09702
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62852
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21578
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87412
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5906
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05359
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95423
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96607
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11784
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44047
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87387
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239617
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575584
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913553
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297987
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686372
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10708
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59401
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10407
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6363
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23013
Ï(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88318
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60072
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40081
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95973
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97231
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12501
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44874
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88974
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25142
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587295
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926431
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309698
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692692
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12405
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61273
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11113
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64406
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24445
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89225
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61086
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40573
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96538
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97872
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13231
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45718
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9064
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263075
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591707
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93918
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31546
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698959
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14092
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63134
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11817
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65316
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25564
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90135
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62103
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41073
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9712
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98532
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13987
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46587
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92391
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34503
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274575
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596069
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951797
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321176
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710403
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15768
Ó(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63919
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12521
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.666
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26385
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91047
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63197
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4158
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97713
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99206
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14756
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47473
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94224
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37487
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285926
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607456
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964275
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.326839
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725564
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17434
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64559
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13224
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67881
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27206
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9196
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63894
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42095
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98327
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99896
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15543
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48391
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96753
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41125
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297117
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618788
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976621
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332456
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74062
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19088
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.652
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14096
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69158
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28029
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92875
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64361
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42618
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98946
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00603
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16355
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49318
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99306
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44864
»(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304322
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629988
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983216
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.343458
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755566
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2073
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65839
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15249
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70289
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28853
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93863
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64834
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43148
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30935
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01326
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1718
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50274
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01181
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48699
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310084
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641053
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988297
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.35701
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770397
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21872
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66477
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16397
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71035
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29679
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94859
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65314
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43686
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31451
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0206
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18023
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51249
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03129
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52637
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320147
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651982
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993331
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370455
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78511
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22455
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67271
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17542
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71782
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30505
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95632
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.658
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44749
È(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31978
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02818
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18884
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52241
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05143
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56679
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330078
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662769
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003021
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383785
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799706
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23036
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68308
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18682
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7253
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31395
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96074
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66293
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45515
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32517
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03588
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19766
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5326
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07236
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59366
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33988
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.673415
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015136
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397003
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814178
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23617
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6934
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19818
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73278
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32292
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96523
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66793
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46003
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33067
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0437
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20664
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54299
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09392
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6256
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349544
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67866
(379.83, 15.73, 278.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.027143
