¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş (382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.57704
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2846
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.661523
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.800592
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.955239
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120432
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.295878
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484583
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688125
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908251
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147054
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406974
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690917
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029246
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434382
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890363
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291109
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692103
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158747
¶(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695893
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30162
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99137
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58575
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25203
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71185
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20271
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75908
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25649
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56348
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81473
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.076
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34785
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63081
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.648417
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786647
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937668
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108666
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.283206
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470918
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673382
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892327
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129752
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388171
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670311
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998224
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399651
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85111
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319485
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723365
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193075
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734483
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34121
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03341
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81824
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40372
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.873
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4169
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00411
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45779
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88518
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14589
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41709
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69936
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99334
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.635485
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77286
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920284
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.090319
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270707
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457483
µ(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658882
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876614
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112706
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36957
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649987
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96753
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365193
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812322
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318525
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755333
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228105
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773782
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37935
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07626
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55092
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56963
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09226
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6538
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23079
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66626
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12705
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49236
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77415
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06754
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36501
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.622711
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75927
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.904928
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.071811
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253405
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4442
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644527
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86107
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095882
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351211
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629948
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937122
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331164
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773895
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274896
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787897
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263747
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808454
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4183
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11991
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00569
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78388
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32151
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89968
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43607
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88221
¶(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35462
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85511
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1482
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44584
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74775
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.610082
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.745846
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890593
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.053539
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233714
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42806
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630368
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845798
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079247
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33315
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6102
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913663
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297501
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735964
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231786
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796972
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298684
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843611
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45806
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16441
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05766
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00595
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55933
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15499
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64867
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10601
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59056
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1047
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50939
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75841
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01691
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.597611
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.732602
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.87644
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.035458
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.214226
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407008
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615495
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830682
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062874
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315298
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590711
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892278
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264172
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698457
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189225
±(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74825
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330647
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879539
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49865
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20971
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1106
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21775
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80614
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42028
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86887
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33799
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8353
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39812
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72952
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01809
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28402
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.585337
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719529
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.862517
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017534
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194955
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386229
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593003
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81577
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046692
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297729
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571508
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871203
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231191
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66132
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147158
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700144
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349839
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916123
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54011
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2559
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16457
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06238
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64239
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09701
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58735
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13849
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6593
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94279
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2377
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54454
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.573211
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.706579
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848745
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00054
¸(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175915
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365672
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57077
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793015
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030769
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28037
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552562
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850474
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198571
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624629
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105565
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656824
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299744
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953493
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58237
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3029
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21959
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30263
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32858
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86691
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35618
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89084
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46052
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87393
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16377
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46529
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77909
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.561221
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.693836
(381.87, 10.96, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.835149
