¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.146
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17277
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86923
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234271
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551798
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894909
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251291
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60135
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983801
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80572
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37588
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00152
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69724
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4632
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71222
Ü(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60739
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60254
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.71989
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.98403
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20372
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90498
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209825
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512652
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853191
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194155
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538997
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915558
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81662
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38775
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01979
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71729
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48532
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73135
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62471
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62178
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74157
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.01013
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23524
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94137
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185471
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473618
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811665
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137676
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477483
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848253
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82771
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39858
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03823
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73755
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50772
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74707
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6422
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64136
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76463
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03667
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26735
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97838
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16116
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437399
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770337
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081931
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416771
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7819
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83896
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40178
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05688
Ù(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75806
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53032
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76306
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65998
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66134
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78837
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04732
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29993
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136904
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411136
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723107
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026889
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356837
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716446
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85039
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40524
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06713
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77873
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55313
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78252
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67805
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68273
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79713
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05913
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34212
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112733
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384965
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673004
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972555
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297741
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651922
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85834
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40898
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07479
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79963
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57622
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84544
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69677
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69008
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79719
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08484
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.58494
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088645
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358878
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628287
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918902
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239413
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588299
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86198
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4129
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08239
Ğ(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82072
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59077
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91091
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70309
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69047
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80073
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11091
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.62554
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064608
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332869
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601786
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865951
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181887
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525586
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86586
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4171
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08996
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84205
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59084
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98323
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70371
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69117
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82391
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12268
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6665
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040672
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306049
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575727
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813656
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12512
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463722
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833177
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42153
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09748
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86355
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59131
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06142
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70463
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69219
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84294
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.14251
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69782
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016833
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277602
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549979
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780351
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069108
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40278
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766595
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42622
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10496
Ñ(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87654
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59215
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16124
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70584
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70861
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.85217
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17856
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73726
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993059
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249316
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520863
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753316
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013907
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342669
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700953
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43116
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11239
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78489
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59333
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26485
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70733
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72072
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8617
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21187
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.77694
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969364
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22122
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490499
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726669
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969149
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283449
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636305
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43632
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11977
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69534
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59493
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37234
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71398
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72943
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87706
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22242
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.81463
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945706
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193305
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460339
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700418
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941073
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22503
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572668
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44175
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12711
Ö(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60782
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59685
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40317
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72199
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73841
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90928
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23403
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.85119
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919986
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16558
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43041
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674554
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913443
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169022
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509907
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44739
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13149
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52234
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44006
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40631
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73024
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74766
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92374
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.26884
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.89217
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894406
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138054
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400702
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649044
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886245
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139907
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448143
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816149
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05235
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43882
(368.00, 9.93, 323.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86727
