¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(335.45, 7.19, 318.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320315
™(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.74383
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.72581
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.70973
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.69559
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.68337
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.67307
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.66467
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.65817
(335.43, 7.09, 319.14) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.65356
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003947
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271759
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561164
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867472
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200907
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565205
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964788
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404898
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892059
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43406
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04066
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72402
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49951
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38699
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42917
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69177
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16631
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44682
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38137
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92285
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011365
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279777
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568289
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87521
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20937
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574478
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974964
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416166
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904546
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44801
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05632
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74173
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51968
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4102
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46297
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74082
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20443
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51661
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66215
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13839
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018678
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287714
‚(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57538
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88291
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21776
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583669
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985076
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427344
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916946
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46185
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07187
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75928
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53971
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43325
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49649
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78068
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2423
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62285
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85482
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35888
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025953
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295589
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582401
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890546
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226084
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592794
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995103
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43841
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929227
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47559
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08728
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77675
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55962
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45614
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52983
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82024
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27994
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73006
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05154
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42635
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033129
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303379
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589318
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898096
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234333
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60182
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005034
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44938
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941445
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48919
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1026
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79401
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57936
…(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47885
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56284
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8595
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31738
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83828
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25226
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45914
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040261
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31106
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596223
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905629
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242521
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610775
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014891
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460287
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953527
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5027
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11776
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81122
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59892
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50137
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59563
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89439
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35452
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94749
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36803
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4922
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047273
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317526
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603068
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91303
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250617
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619637
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024649
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471056
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965505
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51609
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13277
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82821
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61837
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52373
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62809
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92531
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39142
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05764
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43945
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54023
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054221
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323746
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609841
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920366
‚(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258658
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628464
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034324
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481756
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977383
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52935
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14769
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84511
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63762
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54708
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66025
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95593
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42807
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1688
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51033
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58743
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061067
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329947
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616532
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927654
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266609
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637162
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043907
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492353
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989138
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54249
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16245
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86182
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65669
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57424
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6921
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98634
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46442
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28091
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58072
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63372
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62452
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336051
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623145
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934857
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274476
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645764
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053377
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502837
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00079
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5555
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17709
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87841
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6756
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60111
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72366
ë(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01651
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50048
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39399
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65054
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67916
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630404
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886588
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629679
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942016
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282217
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654297
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062786
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513223
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01234
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56837
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19159
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89479
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69432
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62766
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75488
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04638
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53624
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4713
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71931
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72491
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636208
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892876
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171309
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94904
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289939
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662739
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072046
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523464
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02374
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58111
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20596
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91107
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71293
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65392
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78577
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07602
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57171
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50841
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7735
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79469
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641928
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899073
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178041
