¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458851
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071182
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291971
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530396
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784629
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055851
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352061
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683845
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04827
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450266
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756709
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031045
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324583
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653689
ø(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08568
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.596
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5616
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53187
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5058
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48847
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48134
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47621
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47767
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.90763
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48818
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35709
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47434
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47635
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48218
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4896
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49858
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50916
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0602
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280142
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517631
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77081
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040821
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338657
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66913
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032061
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432335
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737975
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011067
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303205
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665656
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09876
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53275
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49639
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46319
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43878
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42295
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41441
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41411
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41581
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.27757
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.80981
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29617
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.81281
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41752
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42327
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43059
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43948
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44994
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049265
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268352
ê(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504853
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75699
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025853
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325204
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654429
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015868
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414449
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719819
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991722
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282533
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678012
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1123
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47205
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43669
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40591
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37948
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36506
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35825
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35696
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35851
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2182
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20823
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24485
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.6335
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36407
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36807
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37363
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38074
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38941
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038327
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256523
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492083
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74325
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011867
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311798
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639703
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999676
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396581
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702231
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972956
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292563
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690821
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12628
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42311
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38798
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35666
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33403
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31884
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30997
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30893
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31041
ê(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.16112
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.1512
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19552
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.56124
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30988
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31382
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31928
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32619
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33466
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027405
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244728
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479346
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729527
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999568
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298375
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625018
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983524
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37869
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685209
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954769
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304695
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703992
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14075
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3762
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34466
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31717
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29455
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27855
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27106
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26605
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26427
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10626
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23181
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28664
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28101
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27692
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27437
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36201
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38476
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42198
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016469
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23298
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46664
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715845
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987289
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285016
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610358
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9674
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360866
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668706
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949709
ù(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31717
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71766
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15568
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52007
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30724
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27986
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26002
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24408
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23395
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22893
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14844
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.15562
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18137
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23786
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23225
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22818
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22564
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.67511
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.70323
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.74484
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005549
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221248
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453959
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702685
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97505
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271599
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595696
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951269
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343095
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652777
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961549
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330089
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731711
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17106
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98026
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47152
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24886
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24408
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24084
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0991
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09663
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12115
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23271
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45357
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19105
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18547
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18142
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17888
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44202
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44254
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44462
Ø(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994664
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209474
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441242
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691411
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962767
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258243
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581055
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935182
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325342
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637386
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973753
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343369
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74618
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18692
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89225
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37535
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9051
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20405
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22922
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.25658
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32429
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4394
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.55869
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.94484
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14618
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14062
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13658
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13405
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39603
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39654
(397.11, 14.08, 247.26) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40447
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983788
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197768
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428606
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676457
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948031
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243732
