¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276198
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16246
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98177
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93784
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10021
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60206
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49003
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61107
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25422
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835845
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454584
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689978
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944274
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240099
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584524
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964631
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370393
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820199
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.283013
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300517
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.653949
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2611
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97532
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17432
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.006
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97675
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14417
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65365
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5038
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62805
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27559
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836775
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455586
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691058
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959586
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276348
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624443
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008838
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41891
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874268
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169841
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225435
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.681627
·(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27793
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99631
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18621
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03049
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01616
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19267
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70531
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51775
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6452
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29727
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237923
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456554
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700598
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992778
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312774
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664639
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053278
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467859
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928843
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060731
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.250785
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709627
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29466
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01634
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19812
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05523
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05609
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2417
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75704
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53187
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66263
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27431
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238804
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460793
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731134
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026173
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349428
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705035
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097736
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517208
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982882
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.986653
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276416
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.737947
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31131
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03545
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13036
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08022
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09433
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28254
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79704
É(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54619
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68024
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20082
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239689
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488877
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761774
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059684
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38624
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745658
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142563
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566957
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881466
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917952
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30233
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766585
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32785
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05445
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05473
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10545
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11369
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31285
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80901
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56068
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69809
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1285
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26403
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517115
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792539
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093398
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423298
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786588
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187674
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617098
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786522
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903663
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328527
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795547
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34552
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07334
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97838
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12939
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13306
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34316
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82114
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57532
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71614
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05717
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29095
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545454
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823442
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127262
Ô(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4605
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827694
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233142
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667651
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709152
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924983
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355005
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824826
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36386
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09211
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92438
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14323
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15244
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37346
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83344
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59016
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73441
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98693
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319606
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573867
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854495
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161243
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49794
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869053
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278931
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634089
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649697
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946554
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381763
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854425
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38214
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11077
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94829
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15709
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17184
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40375
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84584
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60516
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75291
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03371
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.16663
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.11258
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.09534
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.08186
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.07205
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.06581
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348433
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604104
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885633
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195377
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535492
Ş(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910613
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325047
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.548369
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592016
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968374
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408804
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.884345
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41215
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1293
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97215
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17097
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19123
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43402
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85838
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62034
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77161
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08375
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 23.99962
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 23.96118
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 23.94133
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 23.92509
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 23.91249
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 23.9035
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.02879
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377375
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635578
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916897
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229693
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573259
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952364
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371458
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465586
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606998
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990443
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425449
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914583
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4458
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14771
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99592
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18487
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21062
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39972
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87108
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63568
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79053
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1153
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.11864
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.06847
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.04625
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.0277
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.01281
å(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.00158
(336.80, 7.57, 345.79) (343.63, 1.12, 384.09) (0.81, 2.16, 0.81) Human 24.22583
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40643
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667191
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951158
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264087
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61118
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994376
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.413974
(336.80, 7.57, 345.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.408086
