¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98951
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686464
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882915
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098785
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334084
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58929
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861992
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323906
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994992
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364805
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751871
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175919
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644652
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16545
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74739
Ğ(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40182
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04698
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32831
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0881
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07771
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18229
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4728
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95631
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68979
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.60392
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.84324
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.017377
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164963
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324862
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495099
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677456
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873238
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087922
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322328
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672691
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335264
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643099
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979157
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347424
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734094
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156313
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622934
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14129
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72034
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37133
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10842
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93893
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29928
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02641
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12061
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40041
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86839
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5804
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.46671
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.6518
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.010999
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158175
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31713
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486832
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668597
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863722
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077218
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766447
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038448
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32219
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62889
ï(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96361
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330374
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716692
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137184
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601757
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11772
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69397
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34161
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07467
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8965
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81702
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27804
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06069
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3301
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78314
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47344
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3339
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.46668
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004737
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15151
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309526
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478703
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659886
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854369
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504877
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754786
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025772
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309411
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61495
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948395
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313677
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699718
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118464
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581076
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0947
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66822
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3126
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04176
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85516
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76952
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74921
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27347
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26189
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70053
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36947
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2054
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.28769
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998592
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.144972
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302052
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470713
–(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.723233
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263845
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494249
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743291
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013327
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296837
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601262
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933449
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297293
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683168
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100267
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56094
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07229
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64312
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28433
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00967
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8149
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7233
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70135
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81885
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32667
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62048
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26882
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08108
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.11464
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.992563
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138556
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294706
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609855
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041083
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254157
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483802
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731997
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00107
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284543
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587881
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918844
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281249
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66703
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082482
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541238
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05042
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61867
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2568
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97845
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77569
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67826
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65495
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76482
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06005
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54296
–(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17141
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96085
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94735
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.986651
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.132268
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655573
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834662
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032234
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244625
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473528
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720885
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988992
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272461
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574755
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904518
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26555
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651282
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06514
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522116
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02915
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59486
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94808
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73752
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63449
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61001
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71279
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9943
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0159
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.07719
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84462
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78565
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.980857
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483008
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648561
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826517
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023488
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23525
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463424
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709942
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977133
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260665
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561921
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890502
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250192
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635961
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048283
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503447
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00838
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5717
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20391
©(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91851
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7004
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59193
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56651
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66241
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93065
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35673
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04808
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73228
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.62938
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.90623
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.321562
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476551
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641678
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818514
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014921
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22603
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453456
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699206
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965477
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249133
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54936
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876749
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23514
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621029
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03183
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485292
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988191
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54915
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17858
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88856
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66433
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55054
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52444
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61372
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8691
(410.37, 14.29, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28433
