¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15282
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73433
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54312
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45766
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51988
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75825
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29101
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14254
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57637
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.604659
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.736885
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.877659
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.026576
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185059
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.354685
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536641
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732282
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943271
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166484
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408111
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673025
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959587
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272406
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614889
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976498
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.374343
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811059
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289388
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813174
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39833
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99648
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69748
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49826
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40434
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45442
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67718
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18495
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0069
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.40469
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.601479
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.733505
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.874079
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022751
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180973
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350312
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531948
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727235
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937625
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160388
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401508
š(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665541
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951056
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263069
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60481
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965126
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361785
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79642
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.273088
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793301
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37289
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96682
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66186
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45489
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35278
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3911
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5987
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08237
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8758
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23902
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.598406
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.730239
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.870602
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.019063
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.177034
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346096
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527426
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722372
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93219
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15452
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395153
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658147
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942823
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254059
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59511
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954191
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34971
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.782345
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.257421
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774184
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34735
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93824
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62746
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41297
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30293
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32989
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52278
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98317
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7491
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.07917
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.595442
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.727089
 (397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.867249
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.015513
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173243
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342038
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523071
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71769
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926966
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14888
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389046
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650868
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934887
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245376
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585789
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943693
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338121
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768827
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24238
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755819
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32274
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91072
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59428
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37248
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25479
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27074
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44936
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88727
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62669
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.92498
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26657
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.592586
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.724054
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.864017
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.012102
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169598
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338139
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518889
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713191
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921953
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143467
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383187
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643862
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927249
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237019
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576817
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933627
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.327011
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75587
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227962
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738201
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29906
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88424
³(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56228
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33342
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20832
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21363
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37839
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79461
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50968
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77627
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.06097
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.589838
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.721134
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.860909
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.008828
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166102
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334395
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514874
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708875
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91715
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138282
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377574
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732631
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085174
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750792
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099551
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471392
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880433
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060947
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394099
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761647
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27631
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8588
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53147
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29575
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16349
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15851
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30982
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70509
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39679
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.63287
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.85857
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.587198
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.718329
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.857924
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.00569
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.162752
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330811
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511029
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704741
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026042
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575957
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832093
è(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110074
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412824
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743704
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090004
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460955
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868935
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31969
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820309
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32025
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51066
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88361
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50182
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25946
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12029
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10535
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24361
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61864
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28782
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.49463
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.6625
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.584668
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.71564
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.855061
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.002691
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159549
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373167
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912168
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115761
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334789
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57117
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826893
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104441
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40666
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736941
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080914
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450974
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857958
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307566
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806816
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30213
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8493
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46495
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63014
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22454
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07869
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05412
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1791
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53522
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18267
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36139
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.47408
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.582245
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.713066
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.85232
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078626
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542309
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719127
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908503
