¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(378.35, 16.03, 294.87) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.485718
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8382
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73016
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65521
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68129
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.18533
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.16447
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 16.01112
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99305
(378.35, 16.03, 294.87) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.64815
(378.35, 16.03, 294.87) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.60887
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561503
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829112
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120583
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439478
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801196
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792999
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259223
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779202
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36271
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04721
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81828
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70712
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62017
š(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64071
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.71142
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.5307
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.6004
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91934
(378.35, 16.03, 294.87) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.59747
(378.35, 16.03, 294.87) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.55832
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559592
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827031
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118311
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437584
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799105
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196953
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25117
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770206
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35259
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02947
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79793
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68351
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58501
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60001
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69845
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.91746
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 15.89858
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84634
(378.35, 16.03, 294.87) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.54998
(378.35, 16.03, 294.87) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.51094
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557539
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824799
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115874
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435467
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796769
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192293
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628886
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760909
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34207
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01132
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7771
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65938
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5497
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55912
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64644
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 16.47671
(378.35, 16.03, 294.87) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 16.30742
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77404
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48459
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40855
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555346
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822412
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11274
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433125
ü(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794184
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187387
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623425
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75124
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33124
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99275
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75581
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63472
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51422
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51809
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59465
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80917
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15715
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70248
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39787
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30548
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.47668
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553012
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819873
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108333
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430564
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791357
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182237
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617687
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.099421
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32005
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97383
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73411
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60955
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47867
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47696
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54304
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74912
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08507
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63166
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31225
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2038
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.35964
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550539
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817183
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103799
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427778
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788283
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176839
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611679
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090787
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30852
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95448
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71192
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57978
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44299
ç(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43569
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49167
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68932
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01353
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56151
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22773
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.30757
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.24429
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547927
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814341
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099142
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424775
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784966
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171202
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605404
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.081878
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617352
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9348
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68933
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5485
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40719
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39431
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44049
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62981
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94256
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48133
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09779
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.00769
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13952
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545176
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811349
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094515
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421549
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781407
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165319
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598863
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072696
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606027
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20881
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66636
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51715
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37129
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35283
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38949
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57059
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87212
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39821
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10862
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92015
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03774
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542289
¾(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80821
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091383
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418108
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775833
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159204
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592055
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063251
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594405
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19565
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86981
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4857
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33532
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31131
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33878
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51166
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80229
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4831
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02274
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83049
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.93172
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539266
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804799
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08805
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414446
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768857
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152849
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584639
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.053532
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582494
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18216
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85195
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63688
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29928
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26966
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28828
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45302
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86944
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27573
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93773
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.74052
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.82722
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536106
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800071
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084523
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410573
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761736
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146264
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574693
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043559
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570299
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16835
Ÿ(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83377
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61374
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47285
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39784
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42177
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53044
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78829
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20455
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.85361
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65445
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.7268
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53281
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795234
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080798
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406481
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754471
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139441
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564586
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03332
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557817
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15421
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81528
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59019
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44011
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35839
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37547
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47941
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.72654
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13399
(378.35, 16.03, 294.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77038
