¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95824
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12159
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52022
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94058
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38444
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87569
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103349
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361302
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641745
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935813
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247868
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610312
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007481
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401151
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873807
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40634
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98795
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57469
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22695
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55645
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34919
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84793
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18698
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54427
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92121
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27868
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53894
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85923
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25708
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66455
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09447
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54876
±(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860648
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087226
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342281
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621168
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916951
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224558
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584822
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979495
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378102
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843572
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37267
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9636
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54766
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20835
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53813
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32857
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87818
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21868
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57756
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86861
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11319
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36796
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6334
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96815
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38765
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81595
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25602
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72123
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845716
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071223
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323352
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60069
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898237
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203365
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559463
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951659
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355272
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813496
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33918
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9261
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52088
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18608
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52021
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30844
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9101
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25215
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48325
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71346
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95305
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20254
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46242
¹(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73333
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08271
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51044
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96291
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42558
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90239
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830897
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055344
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304516
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580322
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878995
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18327
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534238
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923982
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332664
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783588
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30589
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88883
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49437
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80035
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50267
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28882
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91189
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12064
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33764
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56329
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79812
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04251
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29707
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56237
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83901
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20334
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63971
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10156
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59113
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09275
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81619
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039587
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285778
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560063
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857027
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163343
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509149
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896461
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310282
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753848
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2728
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85179
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46812
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78342
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48558
Î(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26965
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73876
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00348
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20217
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41788
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64809
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88766
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13716
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39707
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66805
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95067
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33034
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77584
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24764
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74803
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801597
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023955
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267137
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539914
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835181
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143591
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4842
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.869101
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.288119
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724278
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23991
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.815
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44214
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76243
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4689
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11631
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48578
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87735
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11026
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31395
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52558
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74546
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98245
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23721
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50272
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77967
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06862
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46406
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9192
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40149
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27817
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784569
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008451
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248598
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519879
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813465
È(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124007
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459394
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841905
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262091
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694884
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20723
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77845
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41642
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7417
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45267
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8858
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24265
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62059
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02146
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22253
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43144
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64858
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87428
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10907
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35337
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61436
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89752
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19311
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60489
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15605
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07899
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76683
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993072
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23016
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499958
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791878
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104599
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.434731
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814874
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23234
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665668
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17476
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74214
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01683
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71891
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33754
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66398
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00897
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37397
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76084
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13409
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34045
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55487
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77782
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00961
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2508
½(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50187
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76336
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03584
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32448
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98195
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88685
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749172
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977819
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212945
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480153
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770421
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085366
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410214
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788012
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.202782
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636856
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14249
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70609
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98188
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67965
(423.89, 9.14, 364.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15346
