¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(425.05, 9.57, 362.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77133
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85465
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13908
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43847
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73093
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92985
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13676
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35211
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57631
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80986
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10376
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46507
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84651
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23971
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64293
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0693
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34924
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567298
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801917
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055011
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313391
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584934
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904584
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255844
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641122
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065539
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483743
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.958265
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46927
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60576
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22693
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89285
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17909
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42686
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6148
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81019
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01337
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22476
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44487
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67408
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91298
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2218
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5911
¼(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98116
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39376
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82215
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34073
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556949
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790768
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042971
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304864
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575729
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891694
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.241736
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625617
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048426
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474936
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948528
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04637
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60588
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22709
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92059
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13984
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31762
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50229
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69429
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89388
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10154
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31764
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5427
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77718
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02162
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34587
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72356
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12277
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54529
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99318
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332782
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546644
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77967
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030986
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296453
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566648
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878865
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227697
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610192
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.031401
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.46628
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938961
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04683
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60642
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22766
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.788
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05468
Î(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21927
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39335
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58203
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7782
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98221
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19454
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41556
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64587
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88586
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13616
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4763
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86285
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2717
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70476
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324918
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536389
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768626
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01906
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288157
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.557694
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866099
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213732
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594849
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014469
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45778
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929565
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04757
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60727
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22862
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60034
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90943
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15254
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32151
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49693
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67909
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86833
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07539
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29261
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51883
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75456
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00036
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2568
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61345
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00939
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42843
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317137
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526179
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757634
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007194
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277019
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548865
Ñ(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853397
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199836
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579587
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99763
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450768
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920338
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04865
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60844
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13509
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41928
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71907
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03569
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25527
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42885
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60905
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79628
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99084
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1931
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40346
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62762
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86911
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12098
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38389
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75773
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22384
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309443
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516022
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746697
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995389
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264237
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540164
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840763
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186016
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56441
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980889
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441424
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50542
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0479
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60998
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96857
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24456
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53552
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84259
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16711
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36316
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54151
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72676
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9193
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1194
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32753
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54409
Á(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76954
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00437
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24909
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51779
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09431
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30183
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505914
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735816
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983643
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251525
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531588
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828195
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172272
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549319
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964246
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.422977
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49395
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04503
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55278
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80765
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07585
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35844
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65645
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97121
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2998
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4764
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65977
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85031
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04839
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25436
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46865
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69172
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.924
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16608
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42831
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96189
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294304
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495858
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724992
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971961
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238882
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523142
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815695
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158606
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534315
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947701
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404645
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4781
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0382
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40422
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65213
Ú(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91294
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18751
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47691
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78237
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10515
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41365
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59523
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78389
(425.05, 9.57, 362.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98001
